realPGA,Predicted PGA,"realPGA
 地震等級","Predicted PGA 
地震等級",等級差異,,
9.0972,19.64904213,3,3,0,,
8.379,31.51794243,3,4,-1,,
7.182,19.29592705,2,3,-1,,
10.534,26.93720055,3,4,-1,,
8.8578,31.11137581,3,4,-1,,
13.646,23.24400902,3,3,0,,
12.688,29.46170616,3,4,-1,,
26.334,18.69247627,4,3,1,,
7.182,23.62329292,2,3,-1,,
7.182,18.90897942,2,3,-1,,
10.534,17.2452755,3,3,0,,
7.6608,21.96772575,2,3,-1,,
16.279,24.70693398,3,3,0,,
7.6608,43.43959808,2,4,-2,,
45.247,42.53642654,4,4,0,,
32.798,65.90684509,4,4,0,,
7.4214,27.27741051,2,4,-2,,
7.182,19.5832653,2,3,-1,,
113.24,131.9767761,5,5,0,,
7.6608,25.01600838,2,4,-2,,
7.6608,20.28611183,2,3,-1,,
8.1396,22.84610558,3,3,0,,
116.83,135.4407501,5,5,0,,
7.182,35.47006989,2,4,-2,,
20.588,38.71292877,3,4,-1,,
6.9426,25.20292473,2,4,-2,,
26.095,34.58315277,4,4,0,,
7.4214,21.41650581,2,3,-1,,
15.561,21.8222332,3,3,0,,
63.202,76.30142212,4,4,0,,
37.586,25.92982292,4,4,0,,
14.125,21.89985466,3,3,0,,
8.1396,17.79218102,3,3,0,,
51.471,91.82188416,4,5,-1,,
19.152,20.33378792,3,3,0,,
102.22,26.41484261,5,4,1,,
11.012,23.21859169,3,3,0,,
6.9426,24.17950249,2,3,-1,,
7.6608,18.51360512,2,3,-1,,
8.1396,17.88958549,3,3,0,,
11.491,33.47135544,3,4,-1,,
9.3366,36.53781509,3,4,-1,,
8.1396,13.76691246,3,3,0,,
11.252,22.11501122,3,3,0,,
13.646,21.44761086,3,3,0,,
22.264,33.73339462,3,4,-1,,
10.294,20.69592094,3,3,0,,
6.9426,21.84542274,2,3,-1,,
47.641,67.21489716,4,4,0,,
7.4214,28.22446251,2,4,-2,,
16.519,28.8662014,3,4,-1,,
6.9426,16.68121529,2,3,-1,,
6.9426,20.54062462,2,3,-1,,
8.379,23.06593513,3,3,0,,
15.8,32.27985764,3,4,-1,,
13.167,46.09582138,3,4,-1,,
84.508,26.74476814,5,4,1,,
20.11,21.26717949,3,3,0,,
7.6608,29.03174782,2,4,-2,,
7.6608,28.43280602,2,4,-2,,
8.1396,29.61850929,3,4,-1,,
17.955,23.21730614,3,3,0,,
8.6184,28.84427071,3,4,-1,,
27.77,20.22732735,4,3,1,,
47.401,21.67611122,4,3,1,,
10.534,31.19352531,3,4,-1,,
7.9002,29.37989998,2,4,-2,,
8.8578,22.62567711,3,3,0,,
7.6608,21.16749382,2,3,-1,,
7.182,23.14322853,2,3,-1,,
8.6184,20.0333004,3,3,0,,
24.419,34.02825165,3,4,-1,,
8.6184,32.90990067,3,4,-1,,
9.3366,19.8392086,3,3,0,,
7.182,25.07090569,2,4,-2,,
13.885,38.54359818,3,4,-1,,
11.012,28.88440514,3,4,-1,,
10.534,33.18690872,3,4,-1,,
15.561,34.67398453,3,4,-1,,
11.97,23.23792076,3,3,0,,
11.252,22.92748833,3,3,0,,
7.6608,20.7619381,2,3,-1,,
16.997,33.66531754,3,4,-1,,
7.4214,34.3137207,2,4,-2,,
9.576,28.14008904,3,4,-1,,
8.6184,30.49282265,3,4,-1,,
10.294,30.80265999,3,4,-1,,
12.928,53.16723251,3,4,-1,,
7.9002,25.99674988,2,4,-2,,
14.125,38.2986908,3,4,-1,,
20.11,38.32688904,3,4,-1,,
111.8,45.86814117,5,4,1,,
39.022,35.83514786,4,4,0,,
33.995,39.93717957,4,4,0,,
9.576,25.33753014,3,4,-1,,
11.012,24.22426796,3,3,0,,
112.52,60.00684357,5,4,1,,
7.182,26.42549324,2,4,-2,,
96.239,37.5556221,5,4,1,,
10.773,27.21764946,3,4,-1,,
7.9002,22.6123867,2,3,-1,,
7.182,27.98694801,2,4,-2,,
9.576,23.24207878,3,3,0,,
12.688,20.97862053,3,3,0,,
14.364,22.55586815,3,3,0,,
13.167,27.18522453,3,4,-1,,
142.44,42.67551422,5,4,1,,
7.6608,29.95269966,2,4,-2,,
9.8154,27.07091331,3,4,-1,,
6.9426,15.6166172,2,3,-1,,
8.6184,21.53598976,3,3,0,,
162.55,240.6130219,5,5,0,,
8.379,26.49502754,3,4,-1,,
90.014,37.27641296,5,4,1,,
9.0972,21.87155724,3,3,0,,
8.379,40.62128448,3,4,-1,,
8.379,23.74612236,3,3,0,,
8.1396,23.22945976,3,3,0,,
37.586,29.96105385,4,4,0,,
7.182,19.70087624,2,3,-1,,
7.4214,16.43451118,2,3,-1,,
20.349,20.16441917,3,3,0,,
9.0972,18.21989632,3,3,0,,
6.4638,24.63322258,2,3,-1,,
9.8154,26.5724926,3,4,-1,,
20.11,32.83147049,3,4,-1,,
19.87,26.46845818,3,4,-1,,
13.406,16.79077721,3,3,0,,
7.9002,20.60161781,2,3,-1,,
12.928,23.70559883,3,3,0,,
9.0972,26.51109886,3,4,-1,,
14.843,24.5008297,3,3,0,,
14.364,13.87779045,3,3,0,,
7.9002,27.12120247,2,4,-2,,
9.3366,25.80015755,3,4,-1,,
12.928,19.88129234,3,3,0,,
15.8,17.96097755,3,3,0,,
14.603,27.57301521,3,4,-1,,
8.379,19.87209892,3,3,0,,
7.4214,21.95730019,2,3,-1,,
12.928,26.21249199,3,4,-1,,
11.252,20.11289024,3,3,0,,
13.167,46.7118721,3,4,-1,,
67.511,33.76215363,4,4,0,,
11.97,34.87372589,3,4,-1,,
11.252,30.03934288,3,4,-1,,
8.6184,13.41449928,3,3,0,,
12.209,26.08548546,3,4,-1,,
11.97,25.59798622,3,4,-1,,
14.364,25.06239891,3,4,-1,,
9.8154,28.6380558,3,4,-1,,
17.476,29.04681206,3,4,-1,,
7.6608,21.10078621,2,3,-1,,
6.2244,21.02547073,2,3,-1,,
11.491,25.99264336,3,4,-1,,
10.773,27.6261425,3,4,-1,,
9.3366,41.38812637,3,4,-1,,
10.534,21.57559013,3,3,0,,
18.913,48.07348251,3,4,-1,,
29.925,49.28759384,4,4,0,,
8.8578,28.24632835,3,4,-1,,
30.164,43.24048615,4,4,0,,
6.7032,21.99905586,2,3,-1,,
10.534,19.44734001,3,3,0,,
21.307,50.60919189,3,4,-1,,
17.955,20.45022011,3,3,0,,
13.406,20.46578407,3,3,0,,
7.182,27.71809959,2,4,-2,,
8.8578,33.19219208,3,4,-1,,
7.9002,24.84441566,2,3,-1,,
12.928,32.02226257,3,4,-1,,
15.8,20.99442863,3,3,0,,
33.755,59.9329567,4,4,0,,
7.9002,25.18536949,2,4,-2,,
16.997,25.94193077,3,4,-1,,
6.9426,20.148592,2,3,-1,,
16.519,22.46988106,3,3,0,,
7.182,26.97382736,2,4,-2,,
7.4214,18.02753258,2,3,-1,,
125.69,104.7815552,5,5,0,,
39.98,23.01075554,4,3,1,,
9.0972,20.30156898,3,3,0,,
15.8,37.23388672,3,4,-1,,
11.252,19.25017357,3,3,0,,
11.97,23.78614998,3,3,0,,
12.928,23.47145271,3,3,0,,
8.1396,21.42674065,3,3,0,,
9.3366,19.909338,3,3,0,,
10.055,23.89513588,3,3,0,,
14.364,53.67904282,3,4,-1,,
32.798,79.51036835,4,4,0,,
9.576,16.98164558,3,3,0,,
12.688,25.56358147,3,4,-1,,
129.28,50.28328705,5,4,1,,
6.4638,31.05622292,2,4,-2,,
25.376,24.30653572,4,3,1,,
12.449,28.42791557,3,4,-1,,
9.0972,16.62574196,3,3,0,,
7.6608,31.25320625,2,4,-2,,
8.8578,20.35749626,3,3,0,,
7.182,26.70928764,2,4,-2,,
10.773,29.72918892,3,4,-1,,
13.167,21.26953697,3,3,0,,
8.6184,20.94770241,3,3,0,,
6.4638,25.51350975,2,4,-2,,
7.6608,27.39910698,2,4,-2,,
6.9426,30.68558311,2,4,-2,,
7.4214,27.7271595,2,4,-2,,
11.731,19.8741436,3,3,0,,
42.853,21.22129631,4,3,1,,
8.8578,19.34160423,3,3,0,,
6.4638,15.6537075,2,3,-1,,
8.6184,24.53588295,3,3,0,,
11.97,20.60244179,3,3,0,,
7.4214,39.540905,2,4,-2,,
7.4214,17.88806343,2,3,-1,,
219.53,366.0585938,5,6,-1,,
8.1396,29.7079258,3,4,-1,,
7.6608,21.59140205,2,3,-1,,
12.209,26.80375862,3,4,-1,,
148.67,73.96963501,5,4,1,,
37.107,20.6001873,4,3,1,,
21.067,21.81160545,3,3,0,,
11.491,23.31702232,3,3,0,,
7.182,23.22033501,2,3,-1,,
8.8578,17.75497246,3,3,0,,
7.4214,21.69231606,2,3,-1,,
6.4638,26.19959831,2,4,-2,,
7.4214,22.62561607,2,3,-1,,
8.8578,22.548563,3,3,0,,
31.601,54.25613022,4,4,0,,
7.4214,17.39906883,2,3,-1,,
7.4214,18.36501503,2,3,-1,,
12.928,41.609272,3,4,-1,,
12.688,35.69399643,3,4,-1,,
11.731,23.35845375,3,3,0,,
12.209,36.35610962,3,4,-1,,
8.6184,24.67362785,3,3,0,,
120.66,277.0185547,5,6,-1,,
26.573,26.20139313,4,4,0,,
11.97,24.75080681,3,3,0,,
8.8578,22.77363777,3,3,0,,
8.379,17.07972908,3,3,0,,
6.7032,26.97447395,2,4,-2,,
12.209,25.63649559,3,4,-1,,
7.6608,17.02640343,2,3,-1,,
34.713,52.93284988,4,4,0,,
9.0972,28.22981453,3,4,-1,,
9.8154,21.61927986,3,3,0,,
6.4638,20.55746651,2,3,-1,,
7.4214,17.6719265,2,3,-1,,
9.8154,24.29930687,3,3,0,,
15.8,22.20908546,3,3,0,,
8.1396,20.46430016,3,3,0,,
6.7032,20.39156151,2,3,-1,,
10.055,24.00843239,3,3,0,,
11.731,24.99146843,3,3,0,,
8.1396,22.90027428,3,3,0,,
24.419,50.32660675,3,4,-1,,
9.3366,17.91495705,3,3,0,,
21.067,37.09189606,3,4,-1,,
7.9002,24.72559929,2,3,-1,,
7.4214,20.96360588,2,3,-1,,
10.773,29.37525749,3,4,-1,,
13.167,20.39281654,3,3,0,,
102.94,30.25358391,5,4,1,,
11.012,23.59069252,3,3,0,,
19.631,23.92813301,3,3,0,,
7.6608,19.81526756,2,3,-1,,
8.379,19.97455788,3,3,0,,
117.78,334.6858826,5,6,-1,,
107.49,83.6445694,5,5,0,,
9.0972,21.65945625,3,3,0,,
10.773,23.33409691,3,3,0,,
12.688,20.50213432,3,3,0,,
10.055,31.8968792,3,4,-1,,
16.279,31.44434166,3,4,-1,,
62.962,33.98123932,4,4,0,,
8.1396,19.74426079,3,3,0,,
7.4214,28.45438194,2,4,-2,,
6.9426,16.37076759,2,3,-1,,
11.97,37.88649368,3,4,-1,,
11.491,18.72722816,3,3,0,,
10.534,18.92478371,3,3,0,,
12.928,21.32052803,3,3,0,,
7.9002,22.23574638,2,3,-1,,
24.419,25.35985756,3,4,-1,,
16.997,27.78434944,3,4,-1,,
6.7032,30.52633095,2,4,-2,,
9.0972,37.30477524,3,4,-1,,
7.9002,17.97298622,2,3,-1,,
7.6608,22.60027122,2,3,-1,,
8.8578,30.18221474,3,4,-1,,
36.389,76.03668976,4,4,0,,
7.9002,18.64241219,2,3,-1,,
8.1396,22.38449287,3,3,0,,
6.7032,19.09295845,2,3,-1,,
11.491,20.27622223,3,3,0,,
11.252,27.0593586,3,4,-1,,
12.928,25.65211296,3,4,-1,,
8.379,34.00759888,3,4,-1,,
7.6608,26.24046516,2,4,-2,,
6.9426,22.09031105,2,3,-1,,
11.012,22.88300133,3,3,0,,
20.588,19.55999184,3,3,0,,
9.8154,20.55880928,3,3,0,,
45.725,91.61306763,4,5,-1,,
6.4638,27.83030128,2,4,-2,,
13.646,34.36847305,3,4,-1,,
20.828,38.56112289,3,4,-1,,
9.0972,28.13442039,3,4,-1,,
7.6608,21.64264107,2,3,-1,,
37.825,22.20621681,4,3,1,,
15.082,20.50635338,3,3,0,,
8.379,20.72524452,3,3,0,,
10.534,19.62164116,3,3,0,,
8.1396,22.27000618,3,3,0,,
15.082,25.54597282,3,4,-1,,
7.182,25.50778008,2,4,-2,,
16.997,43.17123795,3,4,-1,,
7.9002,18.64146233,2,3,-1,,
10.773,23.7542057,3,3,0,,
7.182,23.67353249,2,3,-1,,
9.0972,20.65120888,3,3,0,,
8.8578,17.4347744,3,3,0,,
32.319,27.72630692,4,4,0,,
7.182,31.9533062,2,4,-2,,
7.182,31.67918587,2,4,-2,,
16.04,24.90735054,3,3,0,,
8.379,23.30372047,3,3,0,,
6.7032,26.46119118,2,4,-2,,
56.498,145.8153076,4,5,-1,,
9.8154,18.67740822,3,3,0,,
91.93,26.63324547,5,4,1,,
7.4214,16.98400688,2,3,-1,,
8.1396,32.07515335,3,4,-1,,
8.1396,33.99724579,3,4,-1,,
7.4214,18.74413109,2,3,-1,,
9.0972,23.26980782,3,3,0,,
11.731,29.13564491,3,4,-1,,
42.613,69.42035675,4,4,0,,
9.8154,19.175951,3,3,0,,
8.8578,28.1469059,3,4,-1,,
17.955,28.92357063,3,4,-1,,
7.4214,23.54922676,2,3,-1,,
29.686,26.6056881,4,4,0,,
8.6184,21.81201744,3,3,0,,
36.149,28.67507744,4,4,0,,
13.885,22.39821434,3,3,0,,
6.7032,33.46628189,2,4,-2,,
6.9426,24.83675575,2,3,-1,,
9.0972,27.91995049,3,4,-1,,
7.4214,20.7998867,2,3,-1,,
11.491,26.35827827,3,4,-1,,
19.631,23.90435982,3,3,0,,
8.379,25.62318611,3,4,-1,,
30.164,42.3225174,4,4,0,,
10.294,38.15929413,3,4,-1,,
10.055,27.33762932,3,4,-1,,
7.9002,19.896101,2,3,-1,,
58.174,35.75244141,4,4,0,,
7.4214,24.92249107,2,3,-1,,
7.9002,19.61841011,2,3,-1,,
6.7032,28.08941078,2,4,-2,,
7.9002,26.59570885,2,4,-2,,
25.137,25.80005455,4,4,0,,
37.107,40.97665787,4,4,0,,
9.3366,35.26872253,3,4,-1,,
8.1396,22.47511864,3,3,0,,
101.75,35.41265106,5,4,1,,
10.055,32.92596817,3,4,-1,,
18.434,28.72561455,3,4,-1,,
15.322,27.14539909,3,4,-1,,
10.055,26.94046593,3,4,-1,,
10.055,19.52198219,3,3,0,,
8.6184,22.58582878,3,3,0,,
8.1396,19.42971992,3,3,0,,
7.4214,31.20812798,2,4,-2,,
7.182,28.35471535,2,4,-2,,
7.6608,22.66763115,2,3,-1,,
37.586,29.06916237,4,4,0,,
7.182,21.01923561,2,3,-1,,
8.8578,18.65468025,3,3,0,,
14.125,21.08172035,3,3,0,,
8.8578,21.78997612,3,3,0,,
115.39,50.53085709,5,4,1,,
23.701,23.20477867,3,3,0,,
10.294,22.12911034,3,3,0,,
8.8578,35.97916412,3,4,-1,,
144.36,114.3244171,5,5,0,,
8.8578,27.08392143,3,4,-1,,
13.167,31.45043373,3,4,-1,,
39.022,55.09228134,4,4,0,,
9.8154,18.8452816,3,3,0,,
8.6184,26.19143486,3,4,-1,,
8.379,19.06337166,3,3,0,,
10.055,27.8234539,3,4,-1,,
8.6184,18.54182243,3,3,0,,
7.182,20.61154747,2,3,-1,,
10.294,22.59174919,3,3,0,,
8.379,14.9758091,3,3,0,,
10.055,25.59529305,3,4,-1,,
7.9002,14.49059105,2,3,-1,,
8.6184,26.76187325,3,4,-1,,
10.055,29.04091454,3,4,-1,,
8.1396,34.37740707,3,4,-1,,
26.334,26.56170082,4,4,0,,
11.97,32.55756378,3,4,-1,,
7.6608,25.41376305,2,4,-2,,
26.334,29.35715675,4,4,0,,
10.773,30.93228722,3,4,-1,,
85.705,75.7869339,5,4,1,,
27.77,41.10653305,4,4,0,,
9.576,34.5702858,3,4,-1,,
63.68,69.64930725,4,4,0,,
11.97,24.77968025,3,3,0,,
8.379,27.12848091,3,4,-1,,
19.631,27.55255318,3,4,-1,,
17.476,32.44091415,3,4,-1,,
11.491,17.62377357,3,3,0,,
9.0972,28.94005394,3,4,-1,,
7.6608,17.87933922,2,3,-1,,
27.531,54.83176422,4,4,0,,
22.264,23.47797585,3,3,0,,
62.244,27.50206947,4,4,0,,
7.6608,20.85647011,2,3,-1,,
20.828,25.19050026,3,4,-1,,
9.576,22.34553719,3,3,0,,
7.4214,20.46355629,2,3,-1,,
8.6184,22.6242981,3,3,0,,
8.379,22.95275688,3,3,0,,
7.9002,20.68593407,2,3,-1,,
8.6184,23.84261131,3,3,0,,
10.534,24.14446449,3,3,0,,
8.379,21.75747108,3,3,0,,
9.8154,29.60911751,3,4,-1,,
7.6608,23.45884895,2,3,-1,,
6.9426,24.73328972,2,3,-1,,
16.519,49.85676956,3,4,-1,,
7.9002,14.57535362,2,3,-1,,
6.9426,19.30687141,2,3,-1,,
22.982,58.260849,3,4,-1,,
7.4214,20.08838844,2,3,-1,,
17.476,27.79144096,3,4,-1,,
11.491,42.30291367,3,4,-1,,
13.646,26.72763634,3,4,-1,,
15.322,27.14970398,3,4,-1,,
20.349,23.77306938,3,3,0,,
11.252,32.64423752,3,4,-1,,
13.646,21.92730141,3,3,0,,
22.264,22.7628994,3,3,0,,
14.843,49.3386116,3,4,-1,,
50.992,18.17559624,4,3,1,,
13.167,30.79334068,3,4,-1,,
8.1396,19.43728828,3,3,0,,
7.4214,31.44723701,2,4,-2,,
9.3366,23.32920265,3,3,0,,
27.77,20.23913383,4,3,1,,
8.1396,20.80417442,3,3,0,,
8.6184,17.42650032,3,3,0,,
8.8578,20.56291389,3,3,0,,
15.082,23.80687523,3,3,0,,
6.7032,20.5503788,2,3,-1,,
6.9426,24.97720909,2,3,-1,,
11.731,39.00259781,3,4,-1,,
11.012,18.79311943,3,3,0,,
11.97,17.22237587,3,3,0,,
8.379,25.20967674,3,4,-1,,
8.1396,22.58065987,3,3,0,,
67.032,191.2241669,4,5,-1,,
7.4214,22.8230648,2,3,-1,,
10.294,22.8426075,3,3,0,,
12.209,24.72755623,3,3,0,,
11.012,26.23180199,3,4,-1,,
9.0972,25.32544136,3,4,-1,,
7.4214,19.80978584,2,3,-1,,
8.6184,26.83573723,3,4,-1,,
11.731,24.72352028,3,3,0,,
9.0972,31.53286171,3,4,-1,,
10.773,16.80249214,3,3,0,,
12.209,31.51743126,3,4,-1,,
9.3366,27.12146187,3,4,-1,,
8.6184,26.36310387,3,4,-1,,
7.182,21.19816399,2,3,-1,,
17.955,64.54585266,3,4,-1,,
21.307,35.46022797,3,4,-1,,
22.504,32.19406891,3,4,-1,,
18.913,36.62301254,3,4,-1,,
7.182,16.78034782,2,3,-1,,
39.022,40.70864487,4,4,0,,
9.0972,22.6666851,3,3,0,,
19.87,26.81307411,3,4,-1,,
10.534,32.64627457,3,4,-1,,
17.716,72.55810547,3,4,-1,,
8.379,35.18980026,3,4,-1,,
7.4214,28.34523582,2,4,-2,,
7.9002,21.77927208,2,3,-1,,
42.374,39.51613617,4,4,0,,
12.449,18.87539101,3,3,0,,
8.8578,27.22884941,3,4,-1,,
15.8,32.65295029,3,4,-1,,
8.6184,18.20211601,3,3,0,,
36.628,117.4427719,4,5,-1,,
7.4214,27.2797718,2,4,-2,,
30.164,83.30992889,4,5,-1,,
19.152,22.39658928,3,3,0,,
14.843,34.92021942,3,4,-1,,
11.731,20.07728004,3,3,0,,
13.406,43.00274658,3,4,-1,,
7.9002,21.25564384,2,3,-1,,
7.6608,25.6589222,2,4,-2,,
16.04,29.56804085,3,4,-1,,
9.0972,25.32079124,3,4,-1,,
12.688,22.87121773,3,3,0,,
7.9002,24.03997231,2,3,-1,,
38.304,115.2584534,4,5,-1,,
7.6608,25.67525291,2,4,-2,,
6.7032,30.90833092,2,4,-2,,
17.955,36.22319031,3,4,-1,,
7.6608,20.65393639,2,3,-1,,
7.182,22.91213799,2,3,-1,,
7.182,21.14050102,2,3,-1,,
9.8154,19.21673393,3,3,0,,
8.6184,26.14546394,3,4,-1,,
21.067,30.75349998,3,4,-1,,
17.955,24.97911644,3,3,0,,
9.3366,30.18771935,3,4,-1,,
7.4214,20.08299828,2,3,-1,,
55.541,16.86636543,4,3,1,,
13.885,24.67455101,3,3,0,,
8.8578,26.42928123,3,4,-1,,
10.294,25.97807121,3,4,-1,,
9.0972,19.30119133,3,3,0,,
7.182,23.01248741,2,3,-1,,
11.012,33.40878296,3,4,-1,,
20.828,26.19207191,3,4,-1,,
26.813,50.75735092,4,4,0,,
19.152,57.85259628,3,4,-1,,
15.561,25.64190865,3,4,-1,,
11.731,28.61063576,3,4,-1,,
11.731,21.75255013,3,3,0,,
16.04,26.93560982,3,4,-1,,
7.6608,21.53045845,2,3,-1,,
10.294,21.11666298,3,3,0,,
9.0972,20.17697716,3,3,0,,
18.434,29.61557961,3,4,-1,,
7.182,19.57726097,2,3,-1,,
7.6608,24.89177513,2,3,-1,,
7.9002,21.08884621,2,3,-1,,
135.02,61.5880661,5,4,1,,
10.773,20.90750313,3,3,0,,
25.137,40.00177002,4,4,0,,
28.489,26.7397213,4,4,0,,
30.164,33.76212311,4,4,0,,
15.082,26.07748222,3,4,-1,,
31.122,54.29356003,4,4,0,,
7.6608,28.71746254,2,4,-2,,
9.3366,20.35455513,3,3,0,,
7.6608,24.40223122,2,3,-1,,
7.4214,22.444067,2,3,-1,,
8.379,27.75372505,3,4,-1,,
11.731,19.72856331,3,3,0,,
11.252,20.52219582,3,3,0,,
8.8578,21.01605797,3,3,0,,
24.419,41.14255142,3,4,-1,,
68.947,76.51544952,4,4,0,,
14.603,20.72281075,3,3,0,,
26.573,40.44534683,4,4,0,,
29.446,53.83799362,4,4,0,,
7.4214,29.47904778,2,4,-2,,
8.8578,31.73077583,3,4,-1,,
93.605,68.93876648,5,4,1,,
7.182,23.11058617,2,3,-1,,
14.364,38.61663818,3,4,-1,,
46.204,37.71116257,4,4,0,,
7.182,20.26571846,2,3,-1,,
11.012,24.56562996,3,3,0,,
21.785,34.10208893,3,4,-1,,
8.1396,22.69449043,3,3,0,,
7.182,17.59301949,2,3,-1,,
15.561,19.86707115,3,3,0,,
11.252,21.84639549,3,3,0,,
9.0972,22.82453346,3,3,0,,
9.576,20.47479439,3,3,0,,
9.8154,23.00034714,3,3,0,,
11.97,42.77132797,3,4,-1,,
11.012,22.00871468,3,3,0,,
11.012,27.07261467,3,4,-1,,
19.631,27.46098709,3,4,-1,,
23.701,25.2277813,3,4,-1,,
7.182,18.71631432,2,3,-1,,
9.0972,25.11216164,3,4,-1,,
7.9002,28.05156136,2,4,-2,,
13.167,23.68095589,3,3,0,,
6.9426,18.05397224,2,3,-1,,
6.9426,28.25849342,2,4,-2,,
7.182,24.12387657,2,3,-1,,
12.209,28.94231987,3,4,-1,,
8.8578,27.33817863,3,4,-1,,
11.252,21.54067039,3,3,0,,
10.055,20.67054939,3,3,0,,
8.379,23.46130943,3,3,0,,
14.364,51.66195679,3,4,-1,,
33.755,52.21497726,4,4,0,,
8.379,23.65899086,3,3,0,,
12.928,29.44990349,3,4,-1,,
6.7032,25.0627346,2,4,-2,,
17.237,27.64944267,3,4,-1,,
15.082,29.81859398,3,4,-1,,
7.6608,26.47184563,2,4,-2,,
13.406,23.4783802,3,3,0,,
15.082,24.80766487,3,3,0,,
10.294,21.05042076,3,3,0,,
10.294,26.25349998,3,4,-1,,
11.252,31.53424263,3,4,-1,,
9.576,20.35915947,3,3,0,,
9.576,23.01436806,3,3,0,,
28.249,50.02624893,4,4,0,,
15.8,43.25637054,3,4,-1,,
8.6184,20.30783272,3,3,0,,
6.9426,24.54842949,2,3,-1,,
20.588,70.31603241,3,4,-1,,
67.99,104.6553574,4,5,-1,,
7.9002,28.49801826,2,4,-2,,
12.449,26.64961815,3,4,-1,,
7.6608,24.43078423,2,3,-1,,
8.379,29.88296318,3,4,-1,,
7.182,20.85630798,2,3,-1,,
31.84,23.22469902,4,3,1,,
7.4214,18.60443306,2,3,-1,,
7.9002,19.1357975,2,3,-1,,
7.182,23.4036808,2,3,-1,,
8.1396,18.37339211,3,3,0,,
6.7032,26.30670738,2,4,-2,,
12.928,27.470541,3,4,-1,,
7.9002,23.49234581,2,3,-1,,
13.646,44.89920425,3,4,-1,,
11.491,29.89216805,3,4,-1,,
8.8578,27.17102623,3,4,-1,,
11.012,28.1224308,3,4,-1,,
30.404,65.40512848,4,4,0,,
21.785,28.74074364,3,4,-1,,
9.3366,19.38245964,3,3,0,,
98.872,66.11917877,5,4,1,,
6.7032,20.7968235,2,3,-1,,
10.294,18.14000893,3,3,0,,
6.9426,25.60227013,2,4,-2,,
57.695,99.90550232,4,5,-1,,
9.3366,23.96630669,3,3,0,,
9.0972,18.08715248,3,3,0,,
13.885,41.72457504,3,4,-1,,
7.9002,23.03668022,2,3,-1,,
21.307,24.31818962,3,3,0,,
18.194,23.69391441,3,3,0,,
33.037,30.93453026,4,4,0,,
8.8578,18.83462715,3,3,0,,
8.6184,41.71625137,3,4,-1,,
25.855,28.53870964,4,4,0,,
6.9426,19.09461784,2,3,-1,,
10.294,32.06108093,3,4,-1,,
8.8578,29.22437477,3,4,-1,,
12.449,16.50666618,3,3,0,,
7.4214,23.69414902,2,3,-1,,
7.182,27.06495476,2,4,-2,,
28.728,19.48927498,4,3,1,,
10.294,21.7211628,3,3,0,,
8.6184,28.08670235,3,4,-1,,
22.743,29.51609612,3,4,-1,,
21.307,40.7059288,3,4,-1,,
6.9426,26.79863167,2,4,-2,,
11.012,23.73321724,3,3,0,,
24.419,22.24073219,3,3,0,,
18.673,65.80396271,3,4,-1,,
11.731,29.50257301,3,4,-1,,
11.252,26.91626549,3,4,-1,,
7.6608,26.13741875,2,4,-2,,
8.379,30.02310371,3,4,-1,,
8.1396,27.0954113,3,4,-1,,
19.631,28.25347328,3,4,-1,,
7.4214,23.55013466,2,3,-1,,
7.9002,24.51595879,2,3,-1,,
6.9426,23.76537132,2,3,-1,,
37.107,23.34326744,4,3,1,,
12.928,21.54522514,3,3,0,,
8.379,28.4084568,3,4,-1,,
14.843,23.64785576,3,3,0,,
18.194,47.71960831,3,4,-1,,
31.122,36.70734406,4,4,0,,
18.673,92.96360779,3,5,-2,,
26.813,21.92943764,4,3,1,,
7.4214,18.32482338,2,3,-1,,
6.9426,30.70007515,2,4,-2,,
8.6184,22.1248188,3,3,0,,
22.504,28.25302315,3,4,-1,,
32.319,20.51003647,4,3,1,,
10.534,22.9747982,3,3,0,,
13.167,36.76038361,3,4,-1,,
7.182,26.86045265,2,4,-2,,
8.379,22.58254814,3,3,0,,
26.813,28.24264717,4,4,0,,
11.731,19.73793983,3,3,0,,
12.688,29.39716148,3,4,-1,,
31.361,104.5597992,4,5,-1,,
32.319,23.20816994,4,3,1,,
12.688,24.97354317,3,3,0,,
63.441,94.61997223,4,5,-1,,
9.0972,23.43065453,3,3,0,,
14.125,42.33555222,3,4,-1,,
9.3366,31.4770565,3,4,-1,,
6.7032,27.07710075,2,4,-2,,
50.753,62.84982681,4,4,0,,
63.92,34.1162796,4,4,0,,
9.8154,17.77747536,3,3,0,,
7.9002,19.35606575,2,3,-1,,
9.0972,26.95385551,3,4,-1,,
95.999,28.39846611,5,4,1,,
21.307,21.93942833,3,3,0,,
8.379,31.89128304,3,4,-1,,
22.264,25.84776306,3,4,-1,,
36.868,24.18317223,4,3,1,,
12.209,25.85989952,3,4,-1,,
18.913,38.63386154,3,4,-1,,
7.182,20.19761086,2,3,-1,,
12.928,42.25350189,3,4,-1,,
8.379,21.99293327,3,3,0,,
9.8154,30.33883858,3,4,-1,,
36.868,124.4461136,4,5,-1,,
27.292,46.98720169,4,4,0,,
6.7032,18.54513359,2,3,-1,,
9.3366,28.56178093,3,4,-1,,
8.1396,18.55539894,3,3,0,,
33.755,59.55748749,4,4,0,,
31.84,17.53733253,4,3,1,,
18.194,38.41156006,3,4,-1,,
24.658,31.59392738,3,4,-1,,
7.4214,19.11069298,2,3,-1,,
