realPGA,Predicted PGA,"realPGA
 地震等級","Predicted PGA 
地震等級",等級差異,,
42.374,40.16015625,4,4,0,,
11.97,17.9759388,3,3,0,,
12.209,23.65153694,3,3,0,,
7.4214,24.43556404,2,3,-1,,
8.1396,33.83931351,3,4,-1,,
38.304,64.05223846,4,4,0,,
9.3366,23.26443672,3,3,0,,
9.0972,23.45801735,3,3,0,,
7.9002,20.89552879,2,3,-1,,
10.055,24.27708626,3,3,0,,
28.01,18.87566566,4,3,1,,
10.055,16.48223686,3,3,0,,
7.4214,24.24768639,2,3,-1,,
11.731,22.08698463,3,3,0,,
12.209,28.27676582,3,4,-1,,
14.843,21.39678383,3,3,0,,
12.449,25.92354393,3,4,-1,,
12.688,21.41700172,3,3,0,,
9.3366,31.10709953,3,4,-1,,
20.828,30.88644981,3,4,-1,,
7.9002,23.09608269,2,3,-1,,
15.322,25.21814919,3,4,-1,,
39.262,22.00084877,4,3,1,,
12.449,32.42617798,3,4,-1,,
9.0972,21.89460945,3,3,0,,
12.688,35.23182297,3,4,-1,,
16.04,41.92816544,3,4,-1,,
15.8,25.38672829,3,4,-1,,
10.294,21.38372231,3,3,0,,
7.182,23.08571434,2,3,-1,,
7.6608,23.62265968,2,3,-1,,
15.8,26.93275261,3,4,-1,,
8.1396,29.25442696,3,4,-1,,
11.012,19.11878014,3,3,0,,
7.4214,24.05783653,2,3,-1,,
13.167,17.63668251,3,3,0,,
8.8578,28.31525612,3,4,-1,,
14.364,27.49682808,3,4,-1,,
40.937,21.95581627,4,3,1,,
13.406,29.14348412,3,4,-1,,
16.997,24.54544258,3,3,0,,
36.149,21.40730858,4,3,1,,
12.928,32.86403275,3,4,-1,,
11.012,26.3993206,3,4,-1,,
9.3366,16.5554409,3,3,0,,
20.828,25.25715065,3,4,-1,,
15.082,39.57097626,3,4,-1,,
12.928,21.82493401,3,3,0,,
8.379,19.66591835,3,3,0,,
6.7032,21.71207237,2,3,-1,,
54.583,27.28417397,4,4,0,,
9.3366,24.12205696,3,3,0,,
15.561,24.19181252,3,3,0,,
9.0972,26.1823864,3,4,-1,,
17.716,24.48809624,3,3,0,,
14.603,35.97555161,3,4,-1,,
11.731,23.37499428,3,3,0,,
8.379,25.36001778,3,4,-1,,
11.731,22.90551186,3,3,0,,
10.773,24.67484093,3,3,0,,
10.294,24.6484127,3,3,0,,
8.379,17.36614799,3,3,0,,
8.379,23.15865517,3,3,0,,
17.955,31.39574242,3,4,-1,,
10.294,27.54714775,3,4,-1,,
18.673,32.42054367,3,4,-1,,
23.222,25.43944359,3,4,-1,,
13.167,22.80044365,3,3,0,,
11.97,22.0622921,3,3,0,,
7.4214,28.46476936,2,4,-2,,
13.646,31.83942604,3,4,-1,,
115.87,26.62303352,5,4,1,,
14.603,29.57787895,3,4,-1,,
14.364,45.04774857,3,4,-1,,
20.349,22.60559273,3,3,0,,
7.4214,24.89267159,2,3,-1,,
6.9426,22.76864052,2,3,-1,,
6.9426,21.27442741,2,3,-1,,
22.264,56.09558868,3,4,-1,,
7.4214,23.45422554,2,3,-1,,
16.519,28.65108299,3,4,-1,,
7.4214,25.05805779,2,4,-2,,
21.307,62.72485733,3,4,-1,,
7.6608,21.21896553,2,3,-1,,
10.055,26.99854088,3,4,-1,,
7.4214,25.94622231,2,4,-2,,
9.576,33.76205444,3,4,-1,,
13.406,25.98858833,3,4,-1,,
11.012,26.68228149,3,4,-1,,
15.322,42.61255264,3,4,-1,,
12.688,25.85465813,3,4,-1,,
16.279,39.11195755,3,4,-1,,
6.4638,20.92314339,2,3,-1,,
7.182,25.35035896,2,4,-2,,
18.434,56.45469284,3,4,-1,,
7.4214,21.51706123,2,3,-1,,
7.182,25.06049156,2,4,-2,,
7.6608,23.05451012,2,3,-1,,
8.8578,19.91866493,3,3,0,,
8.379,22.4740963,3,3,0,,
16.04,63.5141716,3,4,-1,,
17.955,23.48132133,3,3,0,,
16.519,27.11029625,3,4,-1,,
8.379,26.69825172,3,4,-1,,
61.526,27.95422554,4,4,0,,
10.534,35.33071518,3,4,-1,,
19.152,36.46718979,3,4,-1,,
111.8,85.2258606,5,5,0,,
7.9002,20.22659874,2,3,-1,,
36.868,41.13029861,4,4,0,,
17.716,27.4230175,3,4,-1,,
8.1396,18.69769478,3,3,0,,
37.825,87.59767914,4,5,-1,,
8.6184,21.187006,3,3,0,,
7.9002,19.05038261,2,3,-1,,
16.758,39.42879105,3,4,-1,,
9.0972,17.19553185,3,3,0,,
21.307,18.0345974,3,3,0,,
27.77,26.29348183,4,4,0,,
13.406,24.79347038,3,3,0,,
9.576,19.62605095,3,3,0,,
7.182,19.73077583,2,3,-1,,
7.4214,26.07392311,2,4,-2,,
7.4214,28.35442162,2,4,-2,,
19.391,21.62063408,3,3,0,,
7.6608,31.06418037,2,4,-2,,
10.773,19.83063316,3,3,0,,
16.997,30.70282936,3,4,-1,,
9.8154,21.12680626,3,3,0,,
11.97,25.38297081,3,4,-1,,
16.04,36.1497612,3,4,-1,,
8.6184,26.06562996,3,4,-1,,
10.055,23.16640282,3,3,0,,
9.8154,27.05303574,3,4,-1,,
7.182,25.49419212,2,4,-2,,
8.379,26.34836006,3,4,-1,,
8.6184,19.23548698,3,3,0,,
34.474,24.28893471,4,3,1,,
47.641,87.33759308,4,5,-1,,
214.98,271.8287964,5,6,-1,,
18.194,45.22796249,3,4,-1,,
62.244,38.54798126,4,4,0,,
64.638,92.13868713,4,5,-1,,
8.1396,20.89777946,3,3,0,,
6.9426,35.99460983,2,4,-2,,
7.4214,24.10737419,2,3,-1,,
10.773,24.53560066,3,3,0,,
11.012,24.23018456,3,3,0,,
9.0972,32.42463684,3,4,-1,,
10.055,29.98704338,3,4,-1,,
20.828,28.98188972,3,4,-1,,
5.7456,21.91288567,2,3,-1,,
12.209,24.09039116,3,3,0,,
7.182,14.9217701,2,3,-1,,
10.294,24.72954941,3,3,0,,
8.379,23.62661934,3,3,0,,
6.9426,25.51589394,2,4,-2,,
9.8154,18.70955849,3,3,0,,
7.182,18.18026543,2,3,-1,,
10.055,30.54060555,3,4,-1,,
23.461,40.18378067,3,4,-1,,
91.69,89.78752136,5,5,0,,
8.8578,25.92072868,3,4,-1,,
7.182,35.81721497,2,4,-2,,
6.9426,22.36414146,2,3,-1,,
6.9426,19.74582481,2,3,-1,,
12.688,20.7021389,3,3,0,,
69.905,43.29934311,4,4,0,,
13.167,34.15844345,3,4,-1,,
6.4638,30.34039497,2,4,-2,,
13.646,22.97089195,3,3,0,,
14.603,23.03001976,3,3,0,,
13.885,36.40410995,3,4,-1,,
7.4214,27.73145103,2,4,-2,,
7.9002,26.04307938,2,4,-2,,
12.688,22.60634804,3,3,0,,
47.162,28.87319374,4,4,0,,
75.172,25.72247124,4,4,0,,
24.179,58.04275894,3,4,-1,,
6.9426,19.02591515,2,3,-1,,
25.616,20.82143974,4,3,1,,
29.686,29.92481613,4,4,0,,
13.646,23.45532417,3,3,0,,
27.531,20.75683403,4,3,1,,
8.379,19.90547752,3,3,0,,
7.6608,33.28512573,2,4,-2,,
23.94,46.91649628,3,4,-1,,
6.9426,24.05517387,2,3,-1,,
22.982,56.56142426,3,4,-1,,
14.125,21.38573837,3,3,0,,
33.755,29.1095295,4,4,0,,
7.4214,24.79611778,2,3,-1,,
6.4638,16.67819977,2,3,-1,,
7.6608,26.317873,2,4,-2,,
11.491,18.71640968,3,3,0,,
7.182,23.77522469,2,3,-1,,
11.012,21.70128441,3,3,0,,
15.322,25.86081314,3,4,-1,,
11.97,40.68568039,3,4,-1,,
7.6608,23.48600578,2,3,-1,,
8.8578,19.26888847,3,3,0,,
8.6184,29.60316658,3,4,-1,,
14.125,43.11571121,3,4,-1,,
7.9002,20.58213997,2,3,-1,,
7.6608,29.0396862,2,4,-2,,
8.8578,25.30414009,3,4,-1,,
19.391,41.55687332,3,4,-1,,
8.1396,19.77864647,3,3,0,,
10.055,19.28733253,3,3,0,,
8.8578,18.03508186,3,3,0,,
7.9002,19.25792503,2,3,-1,,
33.995,31.23676872,4,4,0,,
6.4638,23.69036293,2,3,-1,,
8.379,25.9177227,3,4,-1,,
12.449,29.453619,3,4,-1,,
7.4214,19.52763557,2,3,-1,,
10.773,33.87557602,3,4,-1,,
8.1396,24.70458794,3,3,0,,
32.798,62.73348618,4,4,0,,
11.491,21.23053169,3,3,0,,
10.294,25.4550457,3,4,-1,,
11.731,51.97833633,3,4,-1,,
7.9002,23.02409554,2,3,-1,,
11.97,42.53530121,3,4,-1,,
6.9426,20.84443474,2,3,-1,,
6.7032,22.8738308,2,3,-1,,
50.274,49.82025146,4,4,0,,
8.8578,21.80547142,3,3,0,,
10.534,21.67534447,3,3,0,,
11.252,26.93897438,3,4,-1,,
8.379,26.96007729,3,4,-1,,
13.406,20.26238441,3,3,0,,
12.688,33.85683441,3,4,-1,,
12.928,29.26069069,3,4,-1,,
9.3366,30.96045113,3,4,-1,,
9.576,22.29232025,3,3,0,,
11.491,33.68387604,3,4,-1,,
9.0972,27.74244118,3,4,-1,,
7.182,20.73959541,2,3,-1,,
26.334,53.53071213,4,4,0,,
16.997,26.56903648,3,4,-1,,
10.773,28.90155602,3,4,-1,,
8.8578,29.86002922,3,4,-1,,
9.576,28.28830147,3,4,-1,,
8.379,24.07474709,3,3,0,,
6.9426,28.32195091,2,4,-2,,
28.489,58.53104782,4,4,0,,
7.4214,18.60727501,2,3,-1,,
8.6184,35.64385986,3,4,-1,,
6.9426,33.67045212,2,4,-2,,
10.294,18.12185097,3,3,0,,
7.182,15.89896965,2,3,-1,,
7.9002,19.97790718,2,3,-1,,
19.87,30.29491615,3,4,-1,,
7.4214,22.51834297,2,3,-1,,
7.6608,18.37835884,2,3,-1,,
9.3366,30.13204002,3,4,-1,,
15.8,38.44837952,3,4,-1,,
9.576,28.36006355,3,4,-1,,
19.152,33.67362213,3,4,-1,,
16.279,17.44372368,3,3,0,,
13.167,25.02265358,3,4,-1,,
10.294,22.34969521,3,3,0,,
6.9426,31.15048409,2,4,-2,,
19.87,71.44696045,3,4,-1,,
16.04,26.34628105,3,4,-1,,
8.6184,29.75504494,3,4,-1,,
12.209,16.42894936,3,3,0,,
12.449,44.37743759,3,4,-1,,
8.379,23.27863121,3,3,0,,
14.125,42.55744553,3,4,-1,,
10.055,28.0656147,3,4,-1,,
145.56,87.86927032,5,5,0,,
7.4214,32.16038513,2,4,-2,,
9.3366,21.87381172,3,3,0,,
68.947,27.03938484,4,4,0,,
47.641,73.67470551,4,4,0,,
12.688,26.20235634,3,4,-1,,
15.8,48.64431,3,4,-1,,
8.1396,26.05970573,3,4,-1,,
12.928,31.67393684,3,4,-1,,
9.3366,28.1417942,3,4,-1,,
12.209,27.00076103,3,4,-1,,
9.576,19.65418434,3,3,0,,
14.603,19.24058342,3,3,0,,
11.491,29.50422096,3,4,-1,,
9.8154,23.92099953,3,3,0,,
7.6608,20.73520851,2,3,-1,,
7.9002,25.34573174,2,4,-2,,
8.6184,26.69889259,3,4,-1,,
7.6608,31.25522041,2,4,-2,,
8.379,25.60360909,3,4,-1,,
9.576,41.31554413,3,4,-1,,
7.182,31.34136391,2,4,-2,,
8.1396,40.61742401,3,4,-1,,
11.252,25.19968987,3,4,-1,,
6.9426,20.40770531,2,3,-1,,
59.371,53.20867157,4,4,0,,
7.4214,21.28408623,2,3,-1,,
10.534,21.3966732,3,3,0,,
7.4214,24.13417625,2,3,-1,,
9.3366,25.60822868,3,4,-1,,
13.406,21.65429878,3,3,0,,
13.885,29.23179054,3,4,-1,,
7.6608,22.28357506,2,3,-1,,
15.082,27.41847801,3,4,-1,,
21.067,14.51093864,3,3,0,,
8.1396,21.43124962,3,3,0,,
12.928,22.0746212,3,3,0,,
20.349,31.11459923,3,4,-1,,
13.646,21.51982689,3,3,0,,
10.294,35.12721634,3,4,-1,,
14.125,21.34996223,3,3,0,,
12.449,25.57718086,3,4,-1,,
8.379,22.1732502,3,3,0,,
15.082,19.11336327,3,3,0,,
9.3366,24.78074455,3,3,0,,
8.379,18.36627769,3,3,0,,
8.6184,23.65003395,3,3,0,,
10.294,24.9685154,3,3,0,,
7.4214,28.58834267,2,4,-2,,
8.6184,23.08712196,3,3,0,,
11.731,45.04781342,3,4,-1,,
145.56,111.107399,5,5,0,,
7.6608,23.7715168,2,3,-1,,
9.3366,26.25750542,3,4,-1,,
13.885,34.55006409,3,4,-1,,
12.449,42.64212418,3,4,-1,,
31.84,95.56780243,4,5,-1,,
47.641,70.6830368,4,4,0,,
19.391,37.27633286,3,4,-1,,
9.0972,28.4968853,3,4,-1,,
14.843,20.8619976,3,3,0,,
8.8578,21.16867638,3,3,0,,
26.095,45.50428772,4,4,0,,
13.406,20.63267326,3,3,0,,
11.731,25.55013466,3,4,-1,,
24.419,31.52577782,3,4,-1,,
10.055,19.86992073,3,3,0,,
9.3366,39.19010925,3,4,-1,,
7.4214,28.73858452,2,4,-2,,
7.182,19.32348061,2,3,-1,,
7.9002,30.0470562,2,4,-2,,
8.8578,17.85867882,3,3,0,,
28.489,30.92149925,4,4,0,,
9.0972,18.88683128,3,3,0,,
24.419,27.21119881,3,4,-1,,
7.4214,21.63662148,2,3,-1,,
35.192,24.18355751,4,3,1,,
52.907,24.11884499,4,3,1,,
9.8154,29.1300869,3,4,-1,,
23.94,27.4695797,3,4,-1,,
6.9426,20.60754585,2,3,-1,,
9.3366,26.30769539,3,4,-1,,
8.379,29.50837898,3,4,-1,,
11.731,24.61394691,3,3,0,,
7.6608,17.64016533,2,3,-1,,
9.576,32.82554626,3,4,-1,,
25.616,30.56545448,4,4,0,,
10.055,25.11864662,3,4,-1,,
29.207,32.37890625,4,4,0,,
21.785,22.61735725,3,3,0,,
25.137,41.26974869,4,4,0,,
13.406,24.69959068,3,3,0,,
10.773,22.51390266,3,3,0,,
8.1396,20.7642231,3,3,0,,
11.012,27.84955025,3,4,-1,,
8.379,29.82407951,3,4,-1,,
13.167,27.06805229,3,4,-1,,
6.9426,27.37936592,2,4,-2,,
11.252,24.50162697,3,3,0,,
7.4214,23.42908287,2,3,-1,,
7.4214,17.89214516,2,3,-1,,
12.209,34.14212799,3,4,-1,,
7.182,19.74680138,2,3,-1,,
17.955,20.09193611,3,3,0,,
7.6608,29.70535088,2,4,-2,,
9.0972,19.44127083,3,3,0,,
49.077,70.03690338,4,4,0,,
32.798,36.46284103,4,4,0,,
16.04,19.9224987,3,3,0,,
7.6608,24.88226128,2,3,-1,,
8.8578,23.44705009,3,3,0,,
50.753,46.27134323,4,4,0,,
193.67,54.37385941,5,4,1,,
45.007,54.82550812,4,4,0,,
6.9426,23.13315392,2,3,-1,,
80.678,131.3344574,5,5,0,,
11.491,16.81745338,3,3,0,,
7.6608,21.91474724,2,3,-1,,
7.6608,18.36881828,2,3,-1,,
14.364,28.67121315,3,4,-1,,
7.182,16.93304634,2,3,-1,,
8.8578,23.72503853,3,3,0,,
9.8154,47.65707397,3,4,-1,,
7.182,29.30131721,2,4,-2,,
7.4214,25.15261269,2,4,-2,,
9.8154,44.55017471,3,4,-1,,
9.576,19.3147068,3,3,0,,
13.885,26.71019554,3,4,-1,,
6.4638,26.70659447,2,4,-2,,
10.055,27.79430199,3,4,-1,,
7.6608,24.64282036,2,3,-1,,
33.995,31.1393795,4,4,0,,
12.449,37.36968613,3,4,-1,,
12.449,34.2281723,3,4,-1,,
20.11,28.13929939,3,4,-1,,
11.97,22.70126915,3,3,0,,
14.364,21.47362709,3,3,0,,
10.773,16.46620369,3,3,0,,
7.6608,14.24558449,2,3,-1,,
18.913,28.98892403,3,4,-1,,
16.04,25.01540947,3,4,-1,,
15.561,48.50722122,3,4,-1,,
13.167,24.03409004,3,3,0,,
7.4214,27.51656914,2,4,-2,,
8.6184,30.17165565,3,4,-1,,
7.6608,23.01133537,2,3,-1,,
10.055,22.28173256,3,3,0,,
9.0972,25.69361687,3,4,-1,,
7.6608,23.74661064,2,3,-1,,
9.0972,29.50964546,3,4,-1,,
7.182,16.36578178,2,3,-1,,
7.4214,20.9790287,2,3,-1,,
10.294,22.47853661,3,3,0,,
9.0972,22.91415977,3,3,0,,
52.907,90.34650421,4,5,-1,,
11.491,25.10701561,3,4,-1,,
9.3366,19.25796318,3,3,0,,
40.219,39.34565353,4,4,0,,
7.9002,17.04834175,2,3,-1,,
8.1396,18.52411842,3,3,0,,
10.294,17.06915855,3,3,0,,
7.4214,23.16140938,2,3,-1,,
11.012,21.31019402,3,3,0,,
46.204,25.45752144,4,4,0,,
6.9426,19.15552711,2,3,-1,,
26.573,25.02113152,4,4,0,,
71.341,55.99309921,4,4,0,,
9.3366,18.46170616,3,3,0,,
18.434,33.99551773,3,4,-1,,
8.6184,25.73820686,3,4,-1,,
18.913,40.680336,3,4,-1,,
9.576,22.32294655,3,3,0,,
14.125,32.57381821,3,4,-1,,
8.379,28.14659691,3,4,-1,,
19.631,24.82081032,3,3,0,,
8.379,23.6972065,3,3,0,,
12.209,14.88245964,3,3,0,,
14.603,30.03856087,3,4,-1,,
11.731,30.2918148,3,4,-1,,
37.825,26.47971535,4,4,0,,
13.167,32.42548752,3,4,-1,,
10.055,26.04773903,3,4,-1,,
8.8578,27.2511425,3,4,-1,,
12.928,24.03394127,3,3,0,,
10.055,23.42838478,3,3,0,,
10.055,17.75196648,3,3,0,,
12.928,35.91837692,3,4,-1,,
30.404,31.55596733,4,4,0,,
8.1396,19.41401482,3,3,0,,
8.6184,23.72424507,3,3,0,,
9.3366,33.76541901,3,4,-1,,
7.6608,23.77261543,2,3,-1,,
12.449,21.31889534,3,3,0,,
13.167,17.80729866,3,3,0,,
9.0972,25.31163216,3,4,-1,,
10.294,36.18620682,3,4,-1,,
6.7032,31.12269402,2,4,-2,,
44.05,57.73979187,4,4,0,,
7.9002,23.85259819,2,3,-1,,
14.364,29.29782677,3,4,-1,,
14.125,46.51523972,3,4,-1,,
8.6184,33.0351944,3,4,-1,,
9.0972,26.80243111,3,4,-1,,
8.1396,23.18118095,3,3,0,,
8.6184,30.01771736,3,4,-1,,
6.7032,20.57723808,2,3,-1,,
28.01,36.73566818,4,4,0,,
7.9002,20.85572243,2,3,-1,,
20.588,39.69524002,3,4,-1,,
27.292,20.4731617,4,3,1,,
6.9426,16.76984596,2,3,-1,,
8.1396,26.49394417,3,4,-1,,
57.456,100.2567749,4,5,-1,,
9.0972,17.82699394,3,3,0,,
12.209,25.65679741,3,4,-1,,
9.8154,22.31940651,3,3,0,,
19.391,16.8391819,3,3,0,,
7.6608,26.83475685,2,4,-2,,
6.9426,19.46314812,2,3,-1,,
27.292,62.85106659,4,4,0,,
8.1396,22.79236794,3,3,0,,
8.6184,17.3188839,3,3,0,,
173.33,337.855896,5,6,-1,,
22.504,47.48393631,3,4,-1,,
9.8154,28.08076286,3,4,-1,,
8.379,27.26037025,3,4,-1,,
11.97,24.40842247,3,3,0,,
26.095,68.08413696,4,4,0,,
8.6184,28.61617851,3,4,-1,,
20.11,27.61509895,3,4,-1,,
7.182,30.25535011,2,4,-2,,
766.08,146.3351746,7,5,2,,
22.504,24.54194069,3,3,0,,
112.76,150.123642,5,5,0,,
10.294,43.38716125,3,4,-1,,
6.7032,21.29059029,2,3,-1,,
9.576,21.9872036,3,3,0,,
8.379,14.59465981,3,3,0,,
16.279,38.20614243,3,4,-1,,
7.4214,25.86805153,2,4,-2,,
8.1396,23.66393852,3,3,0,,
7.4214,31.2454586,2,4,-2,,
7.9002,24.01085472,2,3,-1,,
10.294,16.35629463,3,3,0,,
10.773,33.79127121,3,4,-1,,
11.731,25.65503883,3,4,-1,,
23.222,26.87460136,3,4,-1,,
11.491,18.60351372,3,3,0,,
9.0972,20.76800346,3,3,0,,
7.182,21.08991432,2,3,-1,,
11.491,15.80051231,3,3,0,,
15.561,29.25012779,3,4,-1,,
10.055,18.15608788,3,3,0,,
28.249,36.51653671,4,4,0,,
7.182,27.31488419,2,4,-2,,
15.561,21.09394264,3,3,0,,
9.8154,22.1328373,3,3,0,,
9.3366,27.81537247,3,4,-1,,
22.025,30.60490608,3,4,-1,,
6.7032,23.9210186,2,3,-1,,
22.743,86.42423248,3,5,-2,,
37.825,20.58616066,4,3,1,,
11.012,32.12059021,3,4,-1,,
20.349,59.74157333,3,4,-1,,
8.6184,31.65871239,3,4,-1,,
10.534,36.29153824,3,4,-1,,
6.7032,22.05662727,2,3,-1,,
8.6184,15.88637733,3,3,0,,
10.055,23.07600212,3,3,0,,
25.137,22.36364174,4,3,1,,
7.182,30.31402397,2,4,-2,,
32.798,18.0104084,4,3,1,,
44.05,48.06718826,4,4,0,,
10.773,16.94251823,3,3,0,,
25.137,44.17531586,4,4,0,,
21.546,46.57918167,3,4,-1,,
14.125,22.01562309,3,3,0,,
8.8578,25.01391792,3,4,-1,,
13.167,20.15984726,3,3,0,,
107.49,78.78324127,5,4,1,,
28.489,24.91926765,4,3,1,,
9.8154,20.20731544,3,3,0,,
30.643,71.54950714,4,4,0,,
9.3366,31.99548912,3,4,-1,,
10.773,33.91747665,3,4,-1,,
11.491,35.1582756,3,4,-1,,
7.4214,28.68453407,2,4,-2,,
6.7032,26.43228722,2,4,-2,,
9.576,28.00045204,3,4,-1,,
7.4214,17.30282021,2,3,-1,,
10.773,34.90378952,3,4,-1,,
10.294,25.11428261,3,4,-1,,
9.576,27.22058678,3,4,-1,,
16.04,25.67160606,3,4,-1,,
16.04,41.5395546,3,4,-1,,
33.995,51.23754501,4,4,0,,
8.8578,20.22229958,3,3,0,,
7.6608,20.57331276,2,3,-1,,
15.082,21.47488976,3,3,0,,
15.322,21.39484978,3,3,0,,
12.209,28.50932884,3,4,-1,,
7.182,20.50232887,2,3,-1,,
7.182,16.59501076,2,3,-1,,
9.576,28.54874229,3,4,-1,,
35.192,27.14734459,4,4,0,,
12.209,22.37266731,3,3,0,,
27.052,69.82262421,4,4,0,,
15.322,45.6166954,3,4,-1,,
7.182,21.322649,2,3,-1,,
10.534,19.22397804,3,3,0,,
7.182,31.93316078,2,4,-2,,
13.406,26.7372036,3,4,-1,,
85.466,110.8150864,5,5,0,,
10.055,29.31136894,3,4,-1,,
20.349,21.26141548,3,3,0,,
13.167,23.81163597,3,3,0,,
11.491,27.45364952,3,4,-1,,
10.534,30.04151726,3,4,-1,,
68.947,24.94405174,4,3,1,,
7.9002,17.51337624,2,3,-1,,
9.0972,22.51784325,3,3,0,,
11.012,17.30992699,3,3,0,,
8.8578,27.69931602,3,4,-1,,
10.773,22.93655205,3,3,0,,
7.4214,18.32267952,2,3,-1,,
8.8578,32.05657578,3,4,-1,,
11.97,30.1267643,3,4,-1,,
7.6608,24.61666679,2,3,-1,,
12.209,43.21880341,3,4,-1,,
13.406,34.15373993,3,4,-1,,
6.9426,25.50733376,2,4,-2,,
9.8154,21.36587715,3,3,0,,
17.955,34.11813736,3,4,-1,,
35.671,46.41610336,4,4,0,,
10.534,29.07731056,3,4,-1,,
8.379,26.87806129,3,4,-1,,
11.731,25.35569191,3,4,-1,,
8.1396,23.9294796,3,3,0,,
23.222,21.77567101,3,3,0,,
13.885,31.64848137,3,4,-1,,
8.1396,22.69669914,3,3,0,,
8.8578,26.31552315,3,4,-1,,
8.1396,27.18913841,3,4,-1,,
18.913,24.04986763,3,3,0,,
9.3366,22.68073845,3,3,0,,
7.9002,25.57156181,2,4,-2,,
8.1396,18.8744297,3,3,0,,
14.843,24.79146767,3,3,0,,
8.6184,21.33846855,3,3,0,,
6.9426,26.39591408,2,4,-2,,
7.9002,19.08093834,2,3,-1,,
7.9002,19.06732368,2,3,-1,,
46.683,36.83534241,4,4,0,,
10.055,17.27075768,3,3,0,,
6.7032,24.2511158,2,3,-1,,
7.6608,22.5480175,2,3,-1,,
6.9426,26.71512794,2,4,-2,,
16.04,27.46913338,3,4,-1,,
240.12,146.157196,5,5,0,,
22.743,53.83335495,3,4,-1,,
7.6608,20.96202278,2,3,-1,,
8.6184,20.14465523,3,3,0,,
9.8154,21.12357521,3,3,0,,
24.898,25.84327507,3,4,-1,,
78.763,27.29739952,4,4,0,,
14.125,27.45601845,3,4,-1,,
26.095,42.6805954,4,4,0,,
5.985,20.93361092,2,3,-1,,
10.294,39.35288239,3,4,-1,,
12.209,24.38518333,3,3,0,,
8.1396,21.1045208,3,3,0,,
10.055,23.7084446,3,3,0,,
23.461,21.09651947,3,3,0,,
10.055,24.73232079,3,3,0,,
18.194,51.61854553,3,4,-1,,
9.0972,28.68603325,3,4,-1,,
8.1396,19.02393532,3,3,0,,
28.249,29.4402523,4,4,0,,
10.773,23.6300869,3,3,0,,
10.294,37.32791901,3,4,-1,,
8.1396,18.58749199,3,3,0,,
16.519,25.0340023,3,4,-1,,
101.27,45.73415756,5,4,1,,
25.376,18.48735237,4,3,1,,
228.63,28.29796028,5,4,1,,
15.322,25.4526844,3,4,-1,,
6.9426,17.06467628,2,3,-1,,
13.646,22.33865929,3,3,0,,
10.534,31.5044117,3,4,-1,,
17.237,22.10017586,3,3,0,,
8.1396,23.27202797,3,3,0,,
11.012,20.21003532,3,3,0,,
25.137,25.91861916,4,4,0,,
11.491,23.85055351,3,3,0,,
9.0972,18.62689781,3,3,0,,
26.334,22.02558327,4,3,1,,
9.3366,28.98882866,3,4,-1,,
7.182,22.76033592,2,3,-1,,
11.012,45.03923798,3,4,-1,,
7.4214,21.18645287,2,3,-1,,
8.1396,34.87228775,3,4,-1,,
7.9002,22.16834831,2,3,-1,,
10.534,24.28985023,3,3,0,,
7.6608,22.15522575,2,3,-1,,
7.6608,22.54087257,2,3,-1,,
104.38,140.3430481,5,5,0,,
17.955,24.4421978,3,3,0,,
13.167,31.93493462,3,4,-1,,
8.6184,36.78050232,3,4,-1,,
9.3366,14.3868618,3,3,0,,
30.883,35.38421249,4,4,0,,
37.586,39.43335724,4,4,0,,
7.4214,34.95928192,2,4,-2,,
32.08,36.32690048,4,4,0,,
6.9426,22.50533485,2,3,-1,,
12.928,38.20177078,3,4,-1,,
45.007,25.86300087,4,4,0,,
47.162,72.52537537,4,4,0,,
11.731,17.87506294,3,3,0,,
9.576,35.34592438,3,4,-1,,
7.9002,13.58452034,2,3,-1,,
10.773,25.64544487,3,4,-1,,
9.576,24.624506,3,3,0,,
23.461,25.4339962,3,4,-1,,
7.6608,18.78248405,2,3,-1,,
14.603,19.97984505,3,3,0,,
11.731,29.78414345,3,4,-1,,
7.9002,24.14118767,2,3,-1,,
6.7032,31.6604023,2,4,-2,,
7.182,26.25224495,2,4,-2,,
28.967,52.86521912,4,4,0,,
47.641,57.14279175,4,4,0,,
10.055,20.40952873,3,3,0,,
8.1396,20.81152534,3,3,0,,
15.561,31.11940956,3,4,-1,,
11.012,23.51936913,3,3,0,,
45.965,25.84982872,4,4,0,,
25.376,21.60676003,4,3,1,,
12.449,22.08990288,3,3,0,,
8.1396,31.78792,3,4,-1,,
85.226,40.72690964,5,4,1,,
8.6184,21.03728294,3,3,0,,
7.6608,20.79466438,2,3,-1,,
8.8578,22.29758644,3,3,0,,
7.182,26.07437325,2,4,-2,,
11.731,21.22424889,3,3,0,,
7.6608,23.53591347,2,3,-1,,
9.3366,32.94861221,3,4,-1,,
45.007,26.16425133,4,4,0,,
37.346,47.09256744,4,4,0,,
8.379,31.24795151,3,4,-1,,
7.182,21.29661751,2,3,-1,,
9.8154,22.99655724,3,3,0,,
9.3366,32.74988174,3,4,-1,,
68.947,140.3724976,4,5,-1,,
11.012,18.07384682,3,3,0,,
14.125,22.62784386,3,3,0,,
9.0972,23.20959663,3,3,0,,
8.1396,23.91407204,3,3,0,,
11.252,34.31115341,3,4,-1,,
12.209,20.299963,3,3,0,,
28.728,59.54702377,4,4,0,,
8.1396,44.93998718,3,4,-1,,
12.209,17.50069237,3,3,0,,
7.6608,19.80153084,2,3,-1,,
13.646,39.89593124,3,4,-1,,
