realY,Predicted PGA
9.3366,15.39811516
7.9002,10.75540638
8.379,11.32217407
8.8578,12.96439838
24.658,12.85341835
6.7032,10.43224525
12.209,12.9780941
15.322,18.00213432
7.9002,12.90860748
18.913,13.87272167
34.713,27.70406914
7.182,10.72086716
8.1396,10.82671547
7.6608,10.65459156
6.9426,10.24249172
7.6608,10.65745544
45.725,11.86855507
8.8578,13.67591286
10.773,11.5070591
7.182,12.15946007
11.97,11.67188168
13.406,11.68978119
8.6184,11.3888092
8.1396,11.06518173
8.6184,12.10692024
10.294,18.04927254
11.012,15.80760765
8.1396,13.16659069
14.603,12.10697937
14.125,14.5553875
36.868,36.67651367
7.9002,11.94642544
18.194,14.13807487
10.773,15.8160305
8.379,9.614358902
8.8578,12.46438217
8.1396,10.53185654
7.6608,12.15661049
9.8154,13.67412567
7.182,12.53012276
16.519,12.99578953
9.8154,10.79174328
13.406,10.73005772
6.9426,9.882055283
10.773,10.54778671
11.97,11.09043884
14.125,11.20812702
7.9002,10.61034584
110.36,72.76489258
22.264,32.34115601
7.4214,11.80754375
37.825,47.31306076
17.716,11.95420647
17.237,13.76736641
14.603,10.54164314
9.8154,12.01675129
8.8578,11.87953758
13.406,10.88486767
7.4214,13.33891487
11.491,11.69653416
10.055,11.68433285
9.3366,13.02584839
8.6184,14.58191299
8.8578,10.19737434
8.1396,11.22664833
19.87,13.73066711
11.252,11.08868599
7.182,10.60839081
12.928,10.86101246
9.0972,11.25180435
9.576,10.75211716
9.8154,11.46817493
10.055,10.98034477
9.0972,10.02124214
69.665,95.63006592
8.1396,12.97490501
9.0972,10.67443562
7.4214,11.01798916
27.052,15.95778942
17.237,20.9376049
41.895,24.07789803
8.6184,10.90744019
6.9426,12.81371307
26.813,25.20456505
13.885,11.44894981
6.4638,12.33299732
8.8578,10.40472984
16.758,11.84445477
16.279,26.3675251
7.6608,12.43941689
21.067,12.31380081
8.1396,10.75098324
8.379,12.10274887
7.4214,11.68679905
7.4214,10.36982536
42.374,12.83818436
8.8578,10.98598289
35.91,14.59243488
51.471,13.32270432
7.6608,10.6469059
8.1396,12.0212326
14.364,10.64146519
70.623,85.98316193
8.379,11.93906021
9.0972,11.23382568
7.6608,11.40691376
21.785,20.17931747
8.8578,10.70872402
25.616,12.57781887
13.167,10.89308739
8.6184,9.663146973
13.406,10.50399399
8.6184,14.33299923
7.182,10.9685173
32.558,15.84609222
9.8154,11.22053623
13.885,21.20782661
6.7032,11.16655731
8.379,13.39290428
19.152,22.59141159
31.361,31.42517471
11.731,10.47455406
6.7032,12.88988495
9.8154,12.91710663
46.204,19.3795929
6.9426,10.45002174
6.9426,16.58815193
26.095,10.14833641
6.4638,10.18982124
7.9002,11.57138062
9.3366,12.51058292
12.928,13.84355545
9.3366,11.24039745
9.8154,12.94184589
11.012,12.66728783
9.576,11.95081139
32.08,57.00865936
7.6608,10.86870289
8.8578,12.28011799
60.089,43.48900604
14.364,18.72857285
9.3366,11.48445225
15.561,10.89933205
12.449,13.24013424
119.94,53.51176071
14.364,10.4871769
15.322,15.80778122
33.755,12.79025078
7.4214,10.60056305
7.6608,11.01452255
6.9426,12.63742256
8.1396,10.12939072
13.406,14.80956459
9.0972,10.99614239
7.4214,11.25740147
7.9002,10.40720177
18.434,11.34543991
11.012,11.17277145
28.967,28.87757683
25.137,22.46879005
10.534,11.09324551
35.671,12.61827183
10.773,10.65865135
7.9002,11.74588966
171.41,18.13541603
9.576,10.98274803
7.6608,11.98878288
81.396,41.33388138
6.4638,11.17544937
8.8578,11.65203285
23.701,27.05522537
7.182,11.12196922
6.9426,10.99292183
7.6608,14.37624168
7.9002,11.11892128
18.434,11.8370924
18.194,11.585783
76.129,14.51050377
10.534,10.46730423
8.1396,10.49635124
13.885,11.69696617
8.8578,12.47792816
17.955,11.11152267
34.713,30.37086868
13.646,10.36995602
16.04,10.89319992
9.576,12.63675022
9.576,10.84323692
7.4214,12.92654419
7.182,11.43392563
15.8,11.05242348
11.252,19.50555992
17.476,14.86327076
7.6608,11.99311256
10.055,11.17246056
8.1396,13.76537991
11.731,12.25413895
24.898,11.02398109
39.262,23.58430672
8.1396,20.19318581
27.531,36.41429138
14.125,10.88218212
8.8578,11.46212959
26.095,38.07118225
43.571,18.15148354
8.6184,11.30443573
10.055,12.39111233
8.1396,10.79450321
20.588,19.05384827
30.404,13.39529228
15.8,13.64626694
8.8578,11.80793762
9.3366,11.24112415
11.491,11.62211895
6.7032,12.08244514
20.588,11.31111145
6.4638,10.62843323
10.055,12.57079506
10.055,12.23749065
12.688,12.25023556
7.182,11.73608303
12.209,10.42864704
11.252,14.95249367
13.885,14.20057297
8.1396,10.3885746
42.134,34.46307755
7.9002,10.34443092
52.429,14.3205719
9.3366,13.31304264
36.628,11.62884235
7.182,11.51642227
23.701,11.72131538
6.7032,10.53102398
22.264,24.2944088
6.7032,13.54777241
6.2244,11.08518219
8.8578,11.25022125
8.8578,12.12735939
7.9002,11.15721512
9.8154,10.85434532
10.534,11.71748829
13.885,11.27844429
15.322,12.71543503
7.9002,10.06874847
7.9002,10.50062561
9.8154,10.92333603
7.9002,10.86356926
21.785,11.37536621
39.98,20.98309517
9.0972,12.83029175
13.885,10.87769032
8.1396,11.15977573
11.012,11.59857655
10.055,11.77702045
8.379,12.01571465
27.531,23.67789459
29.207,16.55000877
7.9002,9.871206284
7.4214,11.14964104
40.937,11.08513832
10.534,10.84595394
43.092,11.54199409
8.379,11.85164928
29.925,10.51274681
13.885,10.95864677
11.252,13.57002068
6.4638,14.28634262
9.3366,10.39990234
10.534,15.16851234
13.646,12.29874039
8.6184,13.48322487
8.6184,13.36048126
8.379,11.04965878
18.913,11.51247787
10.294,16.35302734
27.531,20.34683609
10.534,11.3023386
15.322,11.7664032
14.603,17.73632622
7.182,11.4831543
6.9426,11.57327843
20.349,13.31379509
8.379,13.23370171
11.252,11.91803646
25.855,15.79426098
81.635,13.44024658
7.6608,10.84360886
56.02,12.14493752
9.576,12.65639973
11.491,11.75387859
21.067,12.99892712
70.862,17.48733521
16.04,15.45783043
25.376,10.83953381
8.8578,10.44651127
10.294,13.81811047
10.773,11.42850971
12.928,11.81540489
7.6608,12.9995594
6.7032,15.46614265
9.8154,13.38654137
8.6184,11.34473038
81.157,11.34869957
15.082,11.8078661
7.182,11.7136631
10.055,12.55925751
6.2244,10.92168903
10.294,11.1843586
8.379,10.31952477
42.613,37.00235748
13.167,11.15344334
9.3366,10.85638809
8.8578,13.58660793
19.152,12.05763817
11.012,9.967766762
19.152,11.96611786
7.6608,15.02191925
6.9426,11.3177433
23.461,12.48035812
11.012,11.18149853
15.561,16.11850357
12.209,11.16462898
23.222,13.27403831
12.928,13.87685013
30.643,14.21500587
12.688,22.31331062
11.012,10.17167473
9.0972,13.0069313
7.9002,13.36995411
10.055,12.40867424
20.349,19.57373619
7.182,12.33699036
9.8154,12.77478886
7.4214,11.46117401
8.1396,11.2366991
9.576,10.82266331
16.519,16.1623497
10.773,10.83613777
7.4214,11.48512459
17.476,12.07920742
17.237,11.74957657
20.828,14.88862801
9.8154,13.75758934
10.534,13.09147644
7.6608,11.72018051
27.531,15.0495348
28.489,10.5852356
8.1396,11.62879658
16.758,33.3993454
15.322,11.08275032
6.9426,10.26449966
16.519,19.82853317
20.588,14.58952332
32.08,12.5567112
10.055,12.6444397
9.8154,12.21228218
6.9426,10.20039272
7.6608,11.26918983
11.012,11.55091667
7.4214,11.77252007
8.1396,12.30479908
16.997,11.67503262
11.252,11.08153534
10.534,11.64296532
10.055,12.30605507
7.4214,11.83551598
8.1396,11.33606911
171.65,10.49362087
6.9426,10.61371899
10.294,11.59763145
8.8578,12.12046623
14.843,10.91690254
7.9002,13.14833069
6.9426,10.43263435
11.731,10.09332752
7.6608,10.22462273
9.0972,11.84796143
10.534,10.78300667
48.119,27.55487442
6.9426,12.99531364
7.9002,10.82209301
321.27,199.2688293
9.0972,10.78073311
8.1396,10.5518074
12.209,11.55282784
35.192,11.62740517
16.04,11.21247673
11.731,11.8450613
18.673,11.53754425
65.356,14.49952507
37.586,12.7037077
16.519,12.54282188
6.9426,10.21684647
16.519,13.24544621
21.067,15.50728703
13.167,11.22778893
11.731,11.30620766
418.47,167.4781036
20.349,12.23460865
57.695,20.08993912
8.379,10.81498337
10.055,11.62569046
8.8578,10.91308784
20.349,34.24520874
17.955,21.27813721
33.277,11.00644684
16.997,11.31677628
44.768,14.92084599
13.167,12.64812851
26.813,32.56113052
58.414,15.63600349
6.7032,11.29188919
21.546,12.52750969
18.673,15.21075153
14.603,11.19811058
14.603,11.12498379
19.631,13.80223751
49.077,37.32516479
8.6184,13.08607006
21.067,11.99998474
7.9002,13.30984306
9.8154,11.02392387
9.576,11.0228653
10.294,12.0491066
7.182,10.37129879
23.461,40.48994064
7.6608,10.8434391
7.6608,12.22647285
9.576,13.9563036
7.182,10.55143166
9.576,11.5936451
62.723,12.17963982
16.758,15.3342495
11.252,10.62846947
7.4214,12.71695328
7.182,11.19137573
13.406,13.29295826
8.6184,12.86660004
7.9002,12.25017738
26.095,31.16115761
7.9002,10.32419968
8.379,12.48889542
6.7032,11.77868271
21.067,15.31489658
8.8578,12.30018044
9.8154,11.42492008
7.4214,12.08127022
8.8578,12.40694618
40.219,14.02241516
7.6608,12.18121815
10.773,11.04222202
7.9002,11.12513924
7.182,10.87422371
8.379,13.15116692
7.6608,10.97137833
7.9002,12.54931259
39.98,24.4104538
7.182,11.45659065
8.379,16.92375946
10.534,10.51345921
8.6184,10.91824627
8.379,11.70089149
22.743,11.73382854
21.785,14.45500088
8.8578,12.10355949
9.8154,9.809475899
45.965,10.90332794
24.179,33.80041122
9.576,10.56537247
6.7032,11.2810936
10.773,12.31165409
10.534,12.34302521
7.182,13.3660717
11.97,13.06948948
7.182,13.05648994
25.855,11.63298416
9.3366,11.8128624
10.294,21.1055069
32.558,33.8682251
11.252,11.51303291
9.0972,12.74406242
12.928,10.51460648
43.571,20.57281303
24.419,14.69898415
11.731,10.49070168
7.4214,11.28491783
29.686,12.21569824
16.758,13.97739601
10.773,11.34694481
8.8578,10.77461147
24.898,15.50306988
9.0972,10.47860718
15.561,10.44939041
15.8,11.09953976
18.673,11.00592899
10.055,10.25534058
8.8578,11.45606804
6.9426,12.78870487
9.3366,11.92392159
31.122,19.66151237
15.322,10.35420513
14.603,11.60013008
11.012,12.85266018
17.237,11.73650169
8.8578,10.80264187
9.0972,12.13504791
11.252,11.80382538
6.9426,11.43552589
8.1396,10.35603142
12.449,10.93743515
23.461,33.91483307
11.012,11.02106857
11.97,12.61664295
8.1396,11.41626072
6.7032,11.47624207
8.8578,10.46874142
28.489,10.13190842
8.8578,11.29907036
46.683,19.4928627
11.97,13.34978867
17.476,11.86479473
61.286,20.88844299
9.576,12.18402672
7.9002,11.47871017
45.007,13.31192589
27.531,10.51584053
38.783,12.74543095
20.828,11.37331581
8.1396,14.55831337
12.928,10.35517883
12.688,13.77257633
38.304,11.21503448
7.6608,10.22762108
29.925,13.60203362
17.955,11.04692554
154.65,11.90948772
42.853,17.3910408
12.209,14.40268993
11.491,10.32856846
7.6608,11.27941322
8.379,12.54573059
51.471,20.60733795
7.4214,12.45983791
13.406,10.31081009
8.1396,11.56913757
9.576,11.54925442
11.491,13.10940647
9.0972,11.21902847
8.8578,12.44952965
8.6184,11.63240623
8.6184,11.61873722
33.755,17.64317131
9.8154,11.01477718
51.471,37.50972366
7.6608,11.36466789
6.9426,10.46506691
9.576,11.10709667
7.4214,10.58742714
12.449,14.58633232
9.8154,10.87662697
8.1396,11.44234467
56.498,37.65911102
18.673,16.76512718
13.406,16.07305336
20.349,21.17261124
12.209,12.05763435
6.9426,11.99233437
21.546,10.8773098
101.51,12.1835022
47.641,31.35800171
7.6608,10.35450935
38.543,11.54645729
8.6184,11.015728
10.294,15.87633705
19.631,10.88071632
11.97,11.15233612
8.379,10.21690178
15.561,12.77356911
14.843,22.98442268
10.773,10.52282333
15.082,11.18900299
7.4214,10.53538895
11.491,12.51977158
7.6608,10.86266327
42.374,10.77442837
11.731,11.20825481
94.324,18.30646706
9.576,10.79471684
20.828,13.10492897
8.379,11.19083786
9.8154,12.01176357
11.731,13.64283848
13.646,11.21675301
27.292,16.76004219
339.95,16.51799011
10.055,11.23122692
13.406,13.70782471
7.6608,10.73634338
7.6608,10.53804684
14.603,10.90701485
32.558,55.07550812
7.4214,11.49337578
12.209,11.06142998
11.491,11.08985138
9.0972,12.57005692
12.209,11.84866142
10.294,12.24845314
8.6184,11.84849453
25.376,17.23505592
15.8,11.86983681
8.1396,12.07376003
12.449,12.1867857
13.646,12.06568909
47.401,26.74848366
7.6608,12.00135708
10.294,13.93866825
9.0972,19.95036507
10.773,12.16853428
8.1396,10.11364841
14.603,14.06024456
10.055,12.47708035
20.11,13.76690102
8.6184,11.79419708
7.9002,11.38077831
9.8154,10.5411911
10.294,13.37693596
7.6608,10.414958
27.292,17.42771149
21.546,11.52330303
12.449,11.12269974
6.9426,11.64574242
7.6608,11.39892483
8.8578,10.96343517
7.9002,10.7019062
7.9002,11.87807369
12.928,11.77008057
23.222,22.40277672
12.928,11.73119545
11.012,12.8939209
46.922,26.34553909
7.4214,10.51287079
7.6608,13.75426865
11.012,10.40569782
12.928,11.87671089
14.364,16.20273399
6.4638,11.268466
10.534,14.17053032
8.8578,10.75229359
10.055,11.43633747
10.294,11.11120224
6.4638,10.57840729
7.6608,11.4036541
16.519,10.93970394
43.571,14.34374428
9.8154,10.86642361
21.546,20.5271225
18.194,12.04872513
31.601,10.53215981
8.6184,16.23100471
70.623,50.93846893
7.6608,11.33921146
26.334,26.32243919
21.546,10.63900661
9.8154,11.09762096
6.4638,12.68358135
9.8154,11.88498402
35.192,14.59968376
72.059,13.15350914
7.6608,10.38563347
7.9002,10.23814201
10.055,12.16855907
7.6608,10.80111313
6.4638,11.81830883
8.379,9.939008713
8.8578,10.36628056
480.95,12.71983624
10.534,11.78503036
12.928,11.96965408
7.6608,10.97326851
6.4638,16.47502136
30.643,23.93177414
36.628,11.43787766
17.716,16.15411949
6.4638,11.36330032
8.6184,14.67368507
12.928,13.25541496
9.8154,11.07588482
9.0972,13.6160717
18.194,13.07385063
10.294,11.41161537
87.62,28.01288033
10.055,9.844885826
14.125,10.04764843
8.379,11.97303104
53.147,11.35338402
7.182,10.93145943
13.167,11.24874783
6.4638,11.95488548
7.6608,10.2817173
8.379,13.21380806
23.94,11.54056644
7.4214,11.48954582
15.322,21.30095482
9.3366,11.0268631
9.576,12.73748779
34.474,11.20431709
11.252,12.53590584
8.6184,11.4602623
7.182,13.79588604
7.9002,11.48084068
9.576,12.95719337
7.9002,11.55698013
12.449,10.76720238
8.6184,12.73044205
11.491,11.37706757
7.9002,11.21108055
14.364,15.42607594
7.6608,11.08188629
22.743,10.24785042
9.3366,12.67642689
9.3366,13.30330849
13.167,12.45753288
49.556,12.06695366
11.012,11.17425346
8.1396,10.98613644
56.977,20.902174
7.6608,10.56191444
10.294,12.06033325
8.379,10.46676254
8.1396,11.03531456
11.731,10.97186279
23.222,11.25523567
94.084,23.31900406
8.6184,12.68123817
9.8154,11.52055359
9.0972,12.25253582
8.6184,11.2516098
17.237,10.92949104
8.6184,12.42533207
8.1396,14.99423409
13.167,14.84421921
8.6184,12.38104153
12.209,15.42671776
66.793,11.72412682
8.379,11.14769745
8.6184,10.98425865
39.501,15.11562729
9.0972,12.04899025
7.182,12.21008492
34.952,11.24608135
9.0972,9.966453552
6.7032,11.82802963
8.1396,10.96111107
9.0972,12.9818964
13.646,10.14398575
8.379,13.34495354
15.561,12.33703041
7.6608,10.69079399
8.379,11.2431345
19.152,11.9330349
11.252,11.36606121
7.182,13.49136543
13.167,11.74195099
6.4638,11.9588089
23.461,13.42358303
8.1396,11.54406643
26.813,12.12116241
16.04,10.61764145
7.9002,11.14876652
14.364,11.53098202
9.0972,13.16960144
50.274,11.12073231
10.773,11.09722614
9.3366,10.60326576
9.8154,12.44743443
7.6608,12.02946854
6.7032,12.16566658
9.576,13.89190006
11.252,13.56389809
7.9002,11.99953175
10.534,13.12023926
10.773,10.76820755
8.379,10.35521984
8.379,10.8543911
8.8578,13.03108406
11.97,12.36380196
16.519,12.49244308
16.279,10.47606087
8.379,10.58215332
6.4638,10.05921173
8.8578,13.4916172
19.391,12.6285162
23.701,14.76128387
7.182,11.81444836
12.449,13.27641773
20.588,11.67079258
9.576,11.00661945
8.379,10.92636585
21.067,13.57932949
10.055,10.7984705
7.6608,10.1896019
7.6608,12.4813385
38.783,12.5464344
38.065,34.4242897
8.8578,10.16341972
12.209,13.01941109
7.182,11.44768524
8.8578,10.97011757
7.182,14.28611088
15.082,23.81445122
26.095,11.06205368
11.012,10.7967205
9.0972,11.25403214
47.162,11.84769821
14.843,11.47385406
15.322,11.80726624
11.491,10.09877014
9.8154,11.28051281
8.379,11.36036205
6.2244,10.45659637
6.2244,11.19487
38.304,11.46980381
12.928,11.43258953
8.379,12.33769894
22.982,10.90843678
6.4638,12.87946892
12.449,18.69625473
7.4214,11.08258629
6.4638,11.95407295
9.0972,11.39391899
15.561,15.58214664
11.97,14.58193016
31.122,18.96379852
7.6608,12.74609184
7.9002,10.86379051
16.04,12.22798824
24.419,10.71252537
7.6608,10.83065987
7.6608,11.63365841
11.252,15.90069008
7.4214,11.59460068
45.725,12.5565691
7.6608,11.40401077
18.913,13.53803253
7.182,12.19002724
14.603,10.93672371
7.4214,12.90211105
10.773,12.87164593
12.449,11.16478539
7.9002,11.46706963
14.125,12.33013916
16.758,14.42274666
6.2244,12.5984211
47.88,10.85614967
12.928,24.03662682
15.322,11.90407562
7.182,12.6800909
6.9426,10.45472527
8.8578,10.61877441
16.279,11.27656364
7.9002,11.41503525
10.055,12.26028442
9.576,10.50754738
10.534,13.57346153
8.6184,10.48587894
42.613,18.77732086
45.965,10.97579765
10.294,11.5820961
48.359,11.99287033
18.434,14.39451981
7.6608,11.42676926
8.6184,10.3114748
6.7032,11.24927711
351.68,22.77518463
7.4214,12.53707504
9.576,10.63619423
30.404,11.57229996
7.6608,10.79361439
10.534,11.56445503
12.688,12.25686359
80.917,11.84826946
29.446,11.60215378
8.8578,12.36586189
7.6608,12.23919868
7.9002,12.46476364
87.62,135.894577
8.1396,13.66144562
9.8154,13.67110062
23.701,11.41943455
6.4638,11.69346619
8.8578,11.26377869
12.688,13.63516617
9.0972,9.772420883
7.4214,10.91440392
10.773,13.27734947
19.631,12.11690235
43.81,49.9524231
17.955,11.17892647
9.0972,16.71269035
27.292,26.67073441
10.534,11.25760078
10.534,10.2021389
7.6608,12.34807777
13.406,11.28427505
21.546,30.78292274
9.0972,11.02151203
7.9002,10.1213789
10.534,12.86777973
8.379,13.11829662
15.322,12.42144775
8.1396,11.60753441
7.182,17.41838646
20.828,13.31151962
26.573,10.81746769
13.885,15.55426311
8.1396,12.24122906
7.4214,10.2573204
31.84,11.88090134
6.9426,14.15724373
18.194,13.96316051
71.82,39.08063889
23.461,14.95356846
7.4214,12.16494942
6.2244,10.47257996
16.519,12.19605541
6.9426,12.97773266
22.264,11.14487839
9.576,10.56812859
20.588,25.44884682
12.928,12.26365471
8.1396,11.17082977
8.6184,11.40733719
9.8154,11.01754951
8.379,10.86654472
8.1396,11.54199886
8.6184,10.96570873
8.6184,12.49753952
16.997,13.00697327
13.885,11.46960449
11.731,21.33959007
62.483,11.74204445
9.576,10.62390995
7.9002,13.2535944
7.6608,12.45344162
8.1396,11.3825779
7.9002,10.28843117
15.8,13.78896713
16.04,11.74035263
6.9426,10.98415947
11.491,10.32275105
124.25,65.92411804
11.731,11.71376419
7.182,10.96503067
9.0972,12.43960953
10.294,12.94519138
10.534,10.48877144
9.0972,10.754426
7.9002,11.8110733
6.9426,12.21436596
16.758,11.91443157
7.4214,12.79724884
16.279,13.85774803
8.1396,9.579704285
9.0972,12.14681244
6.9426,11.09062386
10.773,10.36967564
15.561,10.29527187
10.055,11.26656437
13.406,10.43635178
17.476,18.937006
6.9426,11.4672184
7.4214,11.17681122
13.406,13.11649609
7.6608,12.56332302
9.0972,11.15690231
32.319,14.4780674
66.553,50.48590469
9.576,15.24134064
21.785,11.69146156
28.249,20.70065117
8.379,11.76055908
9.0972,11.25605965
7.182,13.66093349
8.379,15.16551399
11.252,12.18434811
8.8578,10.25236416
17.955,19.39612007
6.4638,12.09023285
57.695,13.20634079
47.641,54.99622345
8.6184,11.98882484
18.434,13.43351936
6.7032,11.22092056
15.082,18.77483559
18.673,11.40224838
22.504,13.16520596
7.182,11.62566757
33.277,12.20170212
8.8578,11.92915916
9.0972,11.70264912
11.252,17.7314682
6.7032,11.24121666
11.012,12.70003414
18.913,16.6143856
6.9426,10.9965477
16.519,11.47234821
8.1396,11.8432169
27.77,10.85794735
17.716,22.48517609
10.294,11.93383598
7.182,11.26333427
7.6608,10.51378822
13.885,15.11640739
78.284,21.71787453
19.87,19.68436623
12.688,14.70268154
