realPGA,Predicted PGA
7.4214,13.98258495
44.05,27.27890015
8.379,14.96655655
9.576,14.79915905
7.9002,13.71340752
13.406,16.62667465
9.0972,14.0479908
8.379,19.88534164
15.8,18.14928818
12.209,22.52981949
6.7032,12.59904289
12.688,11.98918247
11.012,12.87396145
12.449,12.9265852
7.9002,13.3500576
20.828,13.6681881
11.252,13.65692329
46.204,77.98714447
6.7032,12.64451694
18.913,21.5123539
48.838,19.40697479
9.3366,26.0632
17.955,15.46227074
13.167,17.31727982
8.1396,16.15132523
8.1396,14.28756809
7.182,21.33364868
46.683,13.91112804
27.77,21.94949722
11.252,14.81728077
9.0972,16.67024231
13.885,20.23451805
36.149,31.80867195
8.6184,18.4899025
11.252,15.43425465
27.292,17.1688385
14.364,16.45156288
13.646,29.47334671
17.237,14.24875927
9.0972,15.23341084
12.209,15.64686871
9.8154,19.55295563
12.688,13.0418663
90.493,22.88807106
11.012,18.95060349
6.7032,22.92339706
11.012,14.62253284
8.1396,11.18945503
7.182,13.14642048
8.379,16.81618881
8.1396,18.86295128
8.8578,14.08906269
6.9426,14.86874962
7.9002,17.35566139
8.8578,14.43689537
14.603,14.80450058
6.7032,12.83564568
7.9002,12.73702812
11.252,14.17787266
26.095,18.41611099
38.304,17.02079391
18.673,18.34282112
18.913,37.74642563
7.9002,20.4238205
9.3366,14.40706062
7.182,13.54118824
9.576,16.35945892
7.6608,21.83899498
7.9002,20.45501709
45.965,15.48498249
7.4214,14.17042828
27.292,22.18409348
25.137,24.73995972
6.4638,13.9437952
11.97,16.31648636
9.0972,15.50275898
17.955,13.40749168
34.234,23.4395256
11.252,15.56581211
7.6608,16.47751236
8.379,16.95257568
10.055,15.18644047
7.6608,14.93678951
55.062,31.88708115
8.379,15.60874462
15.322,16.51797485
6.7032,13.10235214
10.534,19.00310135
19.391,15.00538349
13.406,13.87015533
7.6608,13.53089333
14.364,15.21217346
19.152,15.91401291
11.97,13.39336681
12.688,16.50965691
6.9426,12.93553066
8.6184,13.20132446
9.0972,13.23297882
12.209,14.61404228
6.2244,12.96293163
6.9426,13.84328842
35.192,16.99476242
11.731,21.72728539
15.561,24.53705025
11.252,32.52276611
16.519,14.99064732
26.095,26.05612373
10.534,17.19425964
12.449,14.72408485
8.379,19.72270203
11.252,19.67649841
8.379,15.64250755
11.491,15.23822212
7.9002,12.74755669
