24.5,1.7955,6.3096
17.5,2.0349,6.4372
23,1.3167,5.8754
27.5,2.8728,9.7396
27.5,4.0698,18.402
27,2.7531,8.5244
27.5,3.2319,9.7834
23,2.6334,9.6766
24,1.9152,6.1944
24,2.0349,6.4293
19.5,1.6758,6.0457
28.5,3.4713,13.225
24.5,1.9152,7.0636
30,3.1122,12.695
26.5,1.9152,6.7948
31.5,2.8728,13.621
31,2.2743,7.6973
19.5,1.6758,5.8985
26.5,2.8728,8.6329
23.5,1.4364,5.8108
33.5,2.2743,8.4252
21.5,1.7955,6.5976
25.5,1.9152,7.3203
22.5,2.1546,6.6139
25,1.9152,6.4072
23,1.4364,6.7642
22,1.7955,5.7024
24.5,2.394,7.6899
20.5,1.6758,7.0014
26,1.5561,5.7705
27.5,1.6758,6.05
21,1.7955,5.2589
25.5,2.1546,6.8177
30.5,3.4713,11.546
25,1.7955,7.3677
23.5,1.9152,6.1693
20.5,1.4364,5.4397
22,1.7955,6.4105
26,2.2743,7.9411
24,1.6758,5.7663
21.5,2.1546,5.8429
25.5,1.6758,6.1059
19.5,2.0349,6.4387
27,2.1546,7.5505
21,1.4364,6.1367
21,1.6758,5.7596
17,6.2244,31.532
24.5,1.6758,5.7115
20,1.9152,6.9726
22,1.4364,5.973
21.5,1.6758,6.0604
23,2.1546,6.0582
16.5,1.9152,5.3234
24.5,1.3167,5.6954
25.5,2.0349,6.7844
22.5,1.9152,6.2082
21.5,1.7955,6.0047
20,1.6758,6.6544
28,1.9152,6.1925
21.5,2.1546,8.4606
25.5,1.9152,5.4949
21,1.4364,6.4468
24.5,2.1546,7.9868
25,1.9152,6.0595
19.5,1.4364,5.4813
21.5,1.5561,5.929
21,2.0349,6.2659
19,1.3167,7.2593
21.5,1.3167,5.3866
18.5,1.7955,6.5866
21.5,2.1546,7.6991
26.5,1.6758,6.093
21,1.7955,6.4287
25.5,1.9152,10.06
26,2.394,9.0183
22.5,1.4364,5.3804
25.5,1.9152,6.0927
24.5,1.6758,5.3443
25.5,4.0698,19.512
23,2.1546,5.8246
25.5,3.1122,18.575
21,2.394,6.9599
21.5,1.9152,8.5835
21,1.9152,6.777
20,1.7955,9.1012
16.5,2.1546,6.3755
18,1.7955,6.0935
21.5,1.7955,7.2627
19.5,1.9152,6.7152
20.5,2.6334,13.118
24.5,1.9152,6.6078
20.5,1.7955,5.4923
26.5,1.9152,5.9565
23,2.0349,6.7973
22.5,1.6758,7.0588
21,2.394,6.7389
20.5,1.9152,6.7035
27,1.6758,6.3532
23.5,1.7955,6.4273
18,2.0349,9.2293
21.5,1.6758,5.9672
25.5,2.394,6.731
19.5,1.7955,5.9214
19,1.6758,5.6559
24,2.1546,8.0136
20,1.7955,6.6658
27,1.5561,7.1591
24,1.5561,5.9561
27,1.6758,5.4706
21,2.394,8.8943
24,1.9152,8.9696
25.5,2.8728,11.842
21.5,2.7531,11.201
24.5,6.2244,34.967
24,1.4364,4.6477
20.5,1.7955,5.7794
26.5,1.4364,6.0103
22.5,1.9152,5.98
24,1.6758,5.8797
18.5,2.0349,13.659
25,1.6758,6.1019
19.5,1.9152,6.1183
23,1.7955,6.5319
20,1.7955,6.1625
21.5,1.6758,6.5484
25.5,1.9152,6.4688
23.5,1.9152,6.0793
19.5,2.8728,12.125
25,2.1546,8.4005
20,1.6758,5.4907
23.5,2.0349,7.305
21,1.6758,7.0918
17,1.9152,7.3006
20.5,1.4364,6.2132
22.5,2.1546,5.8153
23.5,1.5561,5.7365
23,1.9152,6.8594
23,2.0349,7.4647
23,1.6758,6.308
19,2.394,8.0747
16,1.9152,6.7143
20.5,1.9152,6.2314
20,2.1546,6.1372
21,1.7955,7.1237
23.5,1.7955,8.533
22,1.6758,6.791
23,2.6334,9.5567
21,1.6758,5.1954
23,1.6758,6.436
23.5,2.0349,6.1761
24,1.7955,6.2534
23,1.6758,6.1959
22,1.7955,6.9008
23.5,1.4364,5.8302
18,1.5561,5.8049
19,2.5137,8.5656
24,1.6758,7.0866
21,1.6758,5.9665
19,1.9152,5.2002
20.5,1.4364,6.2778
22.5,2.1546,6.3547
22.5,2.1546,8.1084
18.5,1.7955,6.3712
24.5,1.9152,6.2306
27.5,1.6758,9.5367
18.5,2.1546,5.9505
22,1.9152,6.2997
24,1.7955,5.4265
18,2.1546,5.6974
20.5,1.9152,6.4741
23,1.6758,6.8295
21.5,1.6758,6.0063
18.5,1.4364,6.2368
27,1.5561,7.0159
24.5,1.7955,6.7432
21.5,1.6758,5.8426
21,1.7955,5.5412
18,1.4364,4.8154
26,1.6758,6.3691
19,1.7955,8.1993
25,2.0349,7.0837
26,2.1546,6.3441
25,1.4364,5.7209
22.5,1.4364,6.2922
19,1.0773,5.6785
20,1.6758,6.1103
22.5,1.6758,5.8386
19.5,1.6758,5.4026
24,1.9152,6.7599
22.5,1.9152,6.5794
26,1.4364,6.0702
26.5,1.6758,6.531
24,2.1546,10.031
20,1.5561,9.1457
26,1.4364,5.7786
21,1.6758,9.7156
22.5,1.9152,6.6385
22,1.6758,6.5994
18.5,1.9152,5.695
14.5,1.4364,5.9617
21,1.5561,5.9996
21,1.6758,6.9064
23.5,1.4364,5.609
22.5,1.4364,5.7809
23.5,1.9152,6.052
25.5,1.9152,7.2503
26.5,2.1546,7.4353
23,2.0349,6.3686
18,1.9152,6.252
24,1.6758,6.4036
22,1.6758,6.4092
17,1.4364,5.5115
21.5,1.5561,6.2212
24,1.6758,8.5022
20.5,1.9152,8.6568
22,1.7955,9.3997
22.5,1.7955,6.4675
21.5,2.2743,7.0198
23.5,1.4364,6.0417
19,1.7955,6.1805
22.5,1.4364,6.0978
24,2.0349,6.5432
18.5,1.5561,6.6917
21,1.9152,8.0204
26.5,1.6758,7.009
23.5,2.1546,7.187
19.5,1.7955,6.0011
20.5,1.9152,6.7206
23,2.1546,8.2195
23.5,1.4364,5.9442
22,2.6334,10.99
26.5,1.3167,5.8937
22,1.6758,6.8702
26,2.5137,8.9956
24.5,1.4364,5.8049
24.5,2.1546,12.253
21.5,1.4364,6.0784
19.5,1.0773,7.1689
23,1.6758,5.9003
24,1.5561,6.3627
25.5,1.7955,5.7085
24.5,1.9152,7.9584
19.5,1.9152,8.7383
22,1.5561,6.3592
18.5,1.6758,6.5393
22,2.394,6.7143
21,1.6758,7.4042
20,2.1546,8.878
18,2.394,9.7039
22.5,1.9152,6.0068
20,1.6758,5.8179
27.5,1.9152,6.3935
23,1.6758,5.6444
22.5,1.7955,6.1833
24,1.6758,6.457
24.5,1.4364,5.8311
22,1.5561,7.0558
25.5,1.7955,5.9983
17.5,1.9152,6.2092
22.5,1.4364,6.2934
20.5,1.197,5.3357
26,1.4364,6.4133
23.5,1.9152,6.5778
24.5,3.3516,9.3667
19,1.6758,6.1918
31,4.788,14.738
20,2.1546,7.7543
27,1.6758,6.3168
22.5,1.9152,6.8962
21,1.9152,6.5106
24,1.7955,5.9573
19,1.6758,6.4994
21,1.9152,6.0049
20.5,1.6758,5.7324
24,1.9152,6.0072
22.5,2.2743,6.1239
25.5,2.394,8.9711
21.5,1.6758,5.2518
24.5,1.7955,7.5167
25,2.1546,7.4692
19,1.9152,6.3321
22.5,1.9152,5.8784
20,2.0349,6.0734
21,2.8728,10.054
24,1.9152,7.2717
21.5,2.7531,10.221
21,1.5561,5.7888
21.5,2.394,7.2749
23.5,1.9152,6.2184
22.5,2.0349,6.6602
21,1.5561,6.892
26.5,2.394,8.0611
19.5,1.4364,5.4572
19,1.9152,6.0717
30,2.6334,9.4965
18.5,2.2743,8.1775
22.5,1.6758,6.107
17.5,2.1546,6.8657
23,1.9152,5.5055
25,10.414,29.635
19,1.9152,5.9502
24.5,2.8728,11.296
27,2.6334,8.1437
17.5,2.1546,5.471
21,1.5561,5.6151
23,1.9152,5.8125
30,2.0349,7.2923
21.5,1.6758,5.6174
25.5,1.5561,5.622
32,4.3092,15.201
23,1.9152,6.2422
24.5,1.4364,6.5817
23,1.6758,6.407
25.5,2.2743,7.2695
23.5,1.9152,7.373
20,1.9152,7.041
23.5,1.3167,5.894
25.5,1.6758,5.9322
19,1.9152,6.1957
24.5,1.4364,5.4195
22,1.7955,6.7226
25.5,1.9152,6.4534
21.5,1.3167,4.7038
20,1.9152,5.7831
24.5,1.9152,6.0152
21.5,2.1546,7.127
23.5,1.3167,6.4247
27,1.9152,6.841
25.5,1.9152,6.7007
24,2.1546,6.7907
26,1.6758,5.7963
25,2.1546,6.4792
22,2.2743,7.8415
23,1.7955,5.723
18.5,1.6758,5.5762
24,1.6758,5.759
26,1.9152,5.7576
23.5,1.4364,5.3336
23.5,1.9152,5.5617
18.5,1.6758,5.4211
24,1.6758,5.495
19.5,1.7955,5.6014
21,1.9152,6.0649
21.5,1.6758,5.5593
19,2.2743,6.1852
20,1.6758,5.5853
20,1.6758,5.7144
25.5,1.6758,5.8898
23.5,1.6758,5.9504
23.5,1.5561,5.7795
26.5,1.9152,6.1101
22.5,1.9152,5.6828
20.5,1.9152,6.3735
22,1.7955,5.5811
17.5,1.4364,5.3243
26,1.4364,5.5621
22.5,1.5561,5.0765
22,2.394,6.7802
23,1.5561,5.6395
26,1.6758,5.9067
20.5,1.9152,6.0561
22.5,1.6758,5.9463
24,1.5561,5.3845
24.5,1.6758,5.3223
21.5,1.197,5.0352
17,2.5137,6.336
17,1.6758,5.9566
20,1.6758,5.7284
25.5,1.9152,7.7749
26,1.9152,6.6287
23,1.197,5.2646
22,2.2743,6.5011
23,1.4364,5.8097
23,1.6758,5.9537
22.5,1.6758,7.1999
25.5,1.6758,5.8723
24,1.6758,5.862
25,2.1546,9.1673
21.5,1.6758,6.7279
26,1.9152,6.7102
23.5,1.6758,6.3411
22.5,1.7955,8.1141
20.5,1.9152,6.0402
19.5,1.9152,6.4865
24.5,1.9152,6.5298
24,1.5561,5.6731
25,1.7955,5.5616
20,1.9152,6.0183
25.5,1.6758,6.0068
20,1.7955,6.1812
23,1.6758,6.2112
24,1.6758,5.8557
21.5,2.0349,6.6404
23,1.5561,5.5344
23.5,1.6758,7.0415
28.5,1.6758,5.8153
25.5,2.394,10.182
22,2.0349,7.6151
23.5,1.7955,5.951
23,2.6334,10.319
20.5,1.9152,8.0846
22,1.6758,5.9207
20.5,1.4364,6.2216
17.5,2.1546,5.7083
20.5,1.6758,4.8572
21,1.7955,5.6985
21.5,1.6758,5.9821
19.5,1.6758,7.31
21,1.9152,5.9111
25,1.4364,5.5736
19,1.6758,6.1969
19.5,1.7955,6.2879
23.5,1.7955,6.3377
20.5,1.9152,6.129
26.5,1.9152,6.4634
20,1.9152,6.6862
24,2.1546,6.4452
22.5,1.6758,5.8481
18.5,2.0349,6.2786
20,1.6758,5.3243
23.5,1.4364,5.6842
25.5,1.9152,6.9433
25,1.7955,5.913
22.5,1.9152,6.421
21.5,1.6758,7.0966
22.5,1.7955,6.2106
18.5,1.9152,6.4279
24,1.6758,5.4924
20.5,1.9152,6.3743
20.5,1.6758,6.5663
17.5,1.9152,8.4429
18,1.6758,6.1228
29.5,1.9152,6.218
16,1.9152,5.9038
21.5,1.7955,5.6723
21.5,1.6758,6.2487
26,2.2743,8.8331
26.5,1.4364,5.6958
18.5,1.6758,5.6954
25.5,1.5561,5.4314
24,2.0349,6.6944
19.5,1.9152,5.7847
21.5,1.7955,6.0326
22.5,1.4364,5.7689
18,1.6758,5.8995
23.5,2.1546,5.7465
19.5,1.9152,6.4827
25,1.9152,7.1281
22,1.6758,5.9391
20,1.6758,5.96
21,1.6758,6.4319
27.5,2.9925,9.8237
20.5,1.9152,6.4616
23,1.9152,6.3701
27,1.9152,5.7807
23,1.5561,6.4108
18.5,1.7955,6.1403
21,1.5561,5.6707
23.5,1.4364,6.4684
26,1.6758,6.0416
24,1.6758,6.0076
21,1.9152,7.0492
25.5,1.7955,6.2487
22,1.7955,7.7063
25,1.6758,5.9214
20,1.6758,6.1698
20,1.9152,5.962
24.5,1.9152,5.7596
22,1.9152,7.0564
19.5,1.6758,5.6963
25.5,1.6758,7.1506
22.5,2.2743,7.8795
22,2.2743,6.7251
25,1.5561,5.6207
20.5,1.5561,4.994
20,1.9152,6.8184
21,1.6758,6.365
24.5,1.6758,5.7556
17.5,1.5561,5.752
26.5,1.4364,5.5925
20,1.4364,5.1893
22.5,1.6758,7.4357
25.5,1.4364,5.6883
20.5,1.6758,6.0644
23,1.6758,6.4096
20,1.9152,7.0316
22,1.6758,7.1504
19.5,1.9152,6.8773
21.5,2.0349,6.3639
24.5,1.9152,5.8285
23,2.394,6.9809
24,1.4364,5.3188
23.5,1.9152,5.6657
26.5,2.0349,6.3575
30,1.6758,6.5723
22,1.6758,6.0637
23.5,1.7955,6.5095
20.5,1.9152,6.0951
22.5,2.0349,6.4041
22.5,2.0349,7.4328
21.5,1.6758,6.9887
23,1.9152,5.8559
24.5,1.6758,5.5624
22.5,1.9152,6.4078
16,2.1546,7.1859
22,1.9152,6.0564
24,1.9152,7.0841
22,1.9152,7.219
24,1.4364,6.384
20,1.9152,6.5097
21,1.7955,5.7295
24,1.9152,6.2498
24.5,2.6334,7.5526
27,1.5561,6.7431
22,1.6758,6.1095
21,1.7955,5.8056
22,1.4364,5.5741
17.5,2.1546,6.7885
23.5,1.9152,6.248
28,2.1546,7.3048
30.5,3.1122,18.536
22,1.6758,7.8174
21.5,1.6758,9.0321
25.5,1.4364,8.4138
23.5,1.7955,8.3876
23,1.7955,15.383
21.5,2.2743,11.599
23,2.1546,7.4949
24.5,1.9152,8.2489
23,1.9152,15.086
18,4.3092,29.853
