24.5,2.0349,14.507
20.5,1.4364,11.585
26.5,2.6334,16.33
20.5,18.434,91.485
25.5,17.476,75.385
23.5,1.9152,7.1499
24.5,1.7955,9.1426
17.5,5.0274,22.734
22.5,1.6758,6.96
20,2.8728,10.849
24.5,1.9152,11.395
22.5,1.6758,8.215
18.5,1.7955,9.0824
20.5,1.9152,9.0027
23,1.7955,7.6819
25,1.7955,9.6856
22.5,2.5137,13.887
22,1.4364,9.1994
27,1.6758,7.0611
22.5,1.7955,8.7096
23.5,2.1546,9.5754
18,3.2319,11.824
24.5,2.8728,11.963
25,1.4364,12.081
19.5,1.6758,6.3441
19.5,4.9077,22.371
23.5,2.6334,12.372
22.5,1.7955,14.055
20,6.4638,25.508
18.5,2.1546,14.19
21,7.182,28.304
23,2.9925,16.186
24.5,1.6758,6.7743
21,1.5561,8.4403
15.5,9.8154,41.545
19.5,5.5062,25.638
24,1.6758,8.04
24,1.7955,6.4037
21.5,1.7955,6.454
23.5,1.6758,6.9847
24,1.7955,7.2976
22.5,2.1546,7.1644
22.5,2.8728,9.0284
24.5,1.9152,9.2271
24.5,2.0349,8.7209
22.5,4.5486,21.274
18.5,1.6758,9.1692
23,1.6758,7.6679
24,1.6758,10.171
16.5,2.6334,11.022
25,3.8304,26.545
23,2.1546,10.155
21,2.0349,10.592
26,1.6758,5.8688
19.5,1.9152,6.453
21,1.5561,5.4446
18.5,2.9925,14.067
26.5,1.6758,7.0323
17,1.7955,6.0789
20,2.1546,6.2109
20.5,1.197,5.1108
23,1.7955,5.5205
20,2.1546,6.5923
23.5,1.6758,6.514
24,2.1546,6.6005
19,1.7955,5.8017
22.5,1.7955,5.9831
23,1.4364,5.9159
20,1.7955,6.4427
20.5,1.7955,7.4326
24,1.6758,6.6672
24.5,2.2743,6.638
25,1.7955,9.5987
24,1.6758,7.6173
20,1.6758,5.4097
18.5,1.6758,5.4758
19.5,1.4364,5.5994
23,1.5561,6.172
20,1.9152,6.5336
19.5,2.394,10.637
22.5,2.1546,5.7898
24.5,1.7955,5.9334
24,2.0349,6.0986
21,1.6758,5.723
25,1.6758,6.2551
24,1.6758,6.3793
23.5,1.4364,5.5685
18.5,1.6758,6.2057
21.5,1.6758,5.7902
21.5,1.4364,6.0699
19.5,1.5561,6.3681
26,1.9152,6.8125
22,1.6758,5.7628
28.5,1.5561,6.0018
27.5,1.9152,5.823
20,1.4364,6.0637
19.5,1.6758,5.9892
24,1.6758,5.6422
23,1.5561,5.9944
25,1.6758,6.2022
20,1.5561,5.8206
23,1.6758,7.0325
23.5,1.9152,6.674
21.5,1.5561,6.8362
19.5,2.1546,6.3449
19,1.6758,6.568
23.5,2.0349,6.8683
22.5,1.4364,6.4402
23,1.7955,7.5005
17,1.9152,7.3473
21,1.6758,6.0727
24.5,2.1546,6.7143
21,1.9152,6.1613
22,1.9152,6.3075
24.5,1.4364,5.849
22.5,1.6758,5.7939
22,2.0349,6.9293
19.5,1.9152,6.1532
17,1.9152,5.1993
23,1.4364,5.6872
22,1.6758,5.9061
21,1.6758,6.6353
20.5,2.1546,7.508
20.5,1.9152,6.1551
25,1.4364,5.7679
21,1.6758,5.8865
26,1.6758,6.064
19,3.3516,9.6933
25,1.4364,7.8587
22.5,1.9152,6.4569
23.5,1.6758,6.0227
24.5,1.9152,6.1303
21,2.0349,6.4155
24.5,1.6758,7.2145
18,1.9152,6.5118
24,1.9152,6.1339
21.5,1.9152,5.5413
25.5,1.4364,5.3567
21.5,1.7955,8.1174
21.5,2.1546,9.4693
19.5,1.9152,6.2042
23,1.6758,5.9856
24.5,1.9152,7.0582
23,1.3167,5.8359
19.5,1.6758,5.5284
27,1.6758,5.385
22.5,1.6758,5.2145
25.5,1.9152,6.5892
25.5,1.7955,6.7354
22,1.6758,6.0103
26,1.4364,6.2549
24.5,1.6758,4.9575
21.5,1.6758,5.3456
21.5,1.9152,6.3415
22.5,2.5137,9.2995
25.5,1.9152,6.8635
17,1.9152,6.4166
22,1.4364,5.7981
21.5,1.4364,5.0505
21,2.1546,6.5167
20,1.9152,7.7906
22.5,1.5561,5.6277
25,1.6758,5.7345
17.5,1.4364,5.5777
21.5,1.6758,5.3718
26,1.9152,6.662
22.5,1.197,5.7385
26,1.9152,6.1933
17,2.0349,5.8872
27.5,1.6758,7.0918
24.5,1.3167,6.0695
21,1.5561,5.8704
16,1.197,6.0158
20,2.394,8.3214
24,1.197,5.8412
17.5,1.9152,5.531
22,1.6758,6.2693
22.5,2.1546,6.0621
24.5,1.9152,6.2603
30.5,4.6683,24.251
22.5,2.8728,14.128
25,1.6758,6.4004
28,1.4364,5.6805
26,1.6758,6.2312
26,1.9152,6.8721
26.5,1.7955,6.2195
23,1.6758,6.7073
21,1.6758,6.6558
24.5,2.394,6.1769
22.5,1.9152,7.0882
23,2.0349,7.0759
24.5,1.6758,6.1474
24,1.4364,5.1061
22.5,1.6758,5.8145
18.5,1.7955,6.5673
24.5,1.6758,5.9848
18.5,1.9152,5.5582
22.5,2.0349,7.9464
23,1.9152,5.9431
20.5,2.394,10.861
23,1.7955,6.8335
24.5,1.6758,5.2194
22.5,2.0349,6.3203
17.5,2.1546,8.5004
21.5,1.7955,6.3232
20.5,1.9152,6.179
23.5,1.4364,5.8483
25,1.6758,6.1123
20,1.7955,5.4663
23,1.7955,6.8579
18.5,2.5137,7.7148
21,1.6758,6.2095
21.5,1.9152,6.4965
23,1.6758,6.6206
22.5,1.6758,7.1329
16.5,1.6758,5.4014
25.5,1.6758,5.3363
24.5,2.0349,6.9265
18.5,1.6758,6.0605
21,1.4364,6.2624
23.5,1.6758,5.2399
21.5,1.197,5.8187
22.5,1.9152,6.2192
22.5,1.6758,6.5063
22,2.0349,6.0304
21.5,1.9152,5.7814
18,1.9152,5.9385
22.5,1.6758,5.4998
18,2.5137,11.187
23,1.9152,5.7955
21,1.9152,5.9852
25,1.9152,6.7372
23.5,1.197,5.1599
20,1.9152,6.8237
23,1.4364,5.2593
23.5,2.0349,6.6397
26.5,1.6758,6.2257
23.5,1.9152,6.3405
24,2.0349,6.5328
20,1.9152,5.944
25,1.9152,6.7541
18.5,2.7531,8.8882
23.5,1.7955,5.8351
19,2.0349,6.5279
19,1.6758,6.8513
20,2.0349,8.3136
24,1.9152,7.4359
24,1.5561,6.2106
20,1.4364,6.3247
22.5,1.9152,5.7902
24,1.6758,5.949
25,1.9152,6.2724
22.5,1.7955,6.7677
23.5,1.9152,6.4503
20,2.2743,6.8124
26,1.4364,5.6219
20,2.0349,5.4999
22,2.2743,6.4215
19,1.9152,7.444
20,1.7955,7.0233
18,1.9152,6.4536
18,1.6758,6.7359
21.5,2.0349,7.9326
19,1.6758,5.8329
22.5,1.4364,6.832
20.5,1.9152,6.6622
19.5,3.8304,17.209
24,1.6758,6.7028
25,1.9152,7.3851
20.5,1.9152,8.0672
22.5,1.9152,6.5446
19,1.9152,5.7705
20,1.4364,5.7835
23.5,1.197,4.9776
22.5,2.1546,7.4493
20.5,1.7955,5.9249
22.5,1.9152,6.6809
28,2.0349,7.8459
25.5,1.5561,6.4469
19.5,2.8728,12.169
25,1.9152,8.2271
22,2.0349,5.8489
29,1.6758,6.6587
18,3.2319,14.627
20.5,1.6758,8.2814
24.5,1.7955,5.9528
21.5,1.6758,5.466
24.5,1.6758,5.6556
22.5,1.5561,5.8493
23.5,1.9152,6.627
20,1.4364,6.2015
20.5,1.9152,7.0832
22.5,1.6758,6.8193
27.5,1.9152,6.6143
20,1.9152,7.2587
23,1.6758,6.3169
25.5,2.0349,6.2682
24.5,1.7955,6.631
19.5,1.197,5.217
22,1.6758,6.023
25,1.4364,6.0903
22.5,2.1546,7.4856
24.5,1.9152,6.1477
22,1.6758,5.6081
23,1.4364,5.5484
22,1.6758,5.5277
26,1.9152,6.7797
22.5,1.7955,6.0948
23,1.9152,8.5763
23,1.6758,6.8602
24.5,1.9152,8.0454
23.5,2.1546,10.04
23,2.394,8.946
20.5,2.2743,8.8741
23.5,1.6758,6.9989
26,3.8304,16.62
18.5,6.2244,32.237
21,1.9152,11.06
27,1.6758,7.2959
29.5,1.4364,7.4759
22.5,2.1546,8.4568
23,1.9152,7.441
24.5,2.6334,9.5464
22,3.2319,9.1467
26,1.9152,5.8339
21,1.6758,6.0108
27.5,2.5137,9.4306
23.5,2.1546,6.9384
24.5,2.394,8.1809
23,1.6758,6.0791
23,1.9152,6.5043
21.5,1.9152,6.3638
20.5,1.6758,5.4217
23.5,1.5561,6.1439
29,1.9152,6.5011
24.5,1.7955,6.2374
20.5,1.9152,6.0634
24,4.9077,33.893
18.5,1.4364,5.7325
22.5,2.1546,7.6655
22.5,2.394,7.8645
18.5,1.7955,6.1659
27,1.7955,5.8054
23,2.1546,6.5917
25.5,2.0349,6.7127
21,2.1546,8.3165
23.5,1.9152,6.4403
22,1.6758,6.3332
25,1.9152,6.4664
18.5,1.7955,7.2606
16,2.6334,15.959
20.5,1.197,5.5136
27.5,2.8728,11.57
21.5,1.6758,6.2028
24.5,1.9152,6.3239
26.5,1.6758,6.8748
25,1.6758,6.1159
21.5,1.6758,7.6062
21,1.6758,5.9291
25.5,23.102,55.208
25.5,2.1546,7.8338
24,1.5561,6.5709
21.5,1.6758,5.5802
22,1.6758,7.5324
22.5,1.9152,6.8602
23.5,1.7955,6.117
23,1.7955,6.8379
21.5,1.6758,5.8064
20.5,1.6758,6.1011
23.5,4.1895,31.643
24.5,1.9152,6.7386
18.5,2.0349,6.5561
23.5,1.6758,6.0332
18.5,1.6758,5.3793
20.5,1.7955,6.1242
20.5,1.6758,6.3329
24,1.4364,6.4244
21,1.6758,7.0422
23,1.9152,6.6881
23,1.7955,7.4244
17,1.4364,6.2509
20,1.4364,5.9006
23.5,2.8728,10.387
24,1.9152,11.511
22,4.3092,17.306
26.5,1.7955,6.2545
24,1.6758,6.4236
20,1.6758,6.2379
18,2.1546,6.9738
22,1.9152,6.851
22.5,18.793,62.583
25.5,2.1546,9.0282
21,1.7955,6.2268
20,1.6758,6.0668
25.5,2.8728,9.3633
18.5,2.1546,7.6153
20,2.1546,7.2186
21,1.9152,6.2496
19,2.0349,7.8975
25.5,1.6758,6.4346
19,8.7381,29.226
23,12.688,35.246
26,1.6758,6.2639
21.5,1.7955,6.7114
21,1.7955,6.6067
21,2.394,9.738
22,2.1546,9.1028
22,2.5137,9.0363
23,3.2319,12.233
22,1.9152,6.1849
26,1.6758,6.6244
24,1.4364,6.8837
26.5,2.9925,12.593
25,1.9152,6.5406
21,1.7955,5.962
25.5,1.6758,8.8952
25,3.591,17.549
22.5,2.1546,6.5925
24,1.6758,6.2218
20.5,2.1546,7.3088
22,1.6758,7.8658
22.5,1.4364,5.632
22.5,1.7955,5.9248
21.5,2.7531,9.8567
18.5,4.3092,17.432
21.5,1.6758,5.9676
25,1.7955,7.4997
22.5,1.7955,6.2078
23.5,2.394,7.3526
23.5,2.5137,9.1545
23.5,2.1546,7.6086
22.5,1.7955,6.0116
19,2.5137,8.4723
26.5,2.5137,7.9297
20.5,1.6758,6.1203
27,3.1122,11.768
22.5,2.394,8.1668
19,2.6334,11.486
23,1.6758,4.6761
23,2.1546,6.1976
29,2.7531,11.253
19,2.5137,9.5035
22.5,4.3092,13.953
23,2.1546,6.9375
28,2.394,7.7726
27,6.3441,25.542
21.5,4.1895,14.364
22.5,5.5062,22.947
22.5,1.9152,6.4091
22,2.2743,8.6745
23.5,2.0349,6.8295
22,2.1546,7.9682
20.5,1.9152,6.2306
19.5,1.9152,6.9713
22.5,2.6334,7.3324
22,2.394,7.8225
22.5,2.5137,8.61
24,2.394,6.6092
20,1.9152,6.2398
24,2.6334,12.345
18.5,2.394,8.3924
22,1.9152,6.5759
22,1.4364,5.7718
24.5,2.8728,8.8862
23.5,2.1546,6.808
24,1.4364,6.0121
21,1.4364,5.6184
20,1.5561,5.5149
24.5,1.5561,5.6086
22.5,1.6758,5.6255
27,1.9152,6.056
21,1.4364,5.7103
22,1.9152,5.3997
17.5,1.4364,6.7795
20,1.6758,6.8752
23.5,1.7955,5.5421
23,2.394,7.0379
26,1.4364,5.8112
23,1.7955,5.7917
23.5,1.7955,6.0791
24.5,4.0698,13.905
18,1.9152,7.4623
25.5,1.9152,5.8184
23.5,1.9152,6.7566
24,1.9152,5.7643
22,1.5561,6.1852
20.5,1.9152,6.2804
22,2.1546,6.1153
26.5,1.9152,6.0007
19,2.0349,6.472
24.5,2.1546,9.7126
21,2.1546,7.0346
20.5,1.7955,5.8338
22.5,2.0349,8.5216
22,1.6758,5.6847
24,1.6758,5.774
22.5,1.6758,8.8149
20.5,1.6758,7.9496
24,2.394,9.5155
25.5,1.9152,7.2874
19.5,2.0349,7.4631
25.5,1.7955,7.8684
21.5,1.7955,7.8895
22,1.9152,9.7609
22,1.6758,7.8475
25,2.1546,9.5793
22.5,2.2743,5.8909
19.5,2.9925,16.972
23,1.9152,7.1543
19,1.9152,6.2925
26.5,1.4364,5.7687
24.5,1.9152,6.1166
19,2.7531,10.846
22,1.6758,7.0684
23.5,1.5561,7.4372
23,1.6758,5.8261
22.5,1.6758,6.4086
23,1.5561,5.5935
19,1.6758,7.0923
22,1.9152,6.1098
20,1.9152,5.8723
23.5,1.9152,6.1493
22,1.7955,6.4759
20,1.6758,6.5321
25,1.4364,5.97
22,2.1546,7.2118
26,1.5561,6.6308
18,5.0274,13.077
21.5,2.8728,13.826
21.5,1.6758,6.1415
24,1.7955,6.8264
24,1.7955,6.2622
25.5,1.6758,6.3638
19,1.9152,6.5825
21,2.0349,6.2501
19,3.8304,17.171
21.5,1.6758,6.4075
21,1.9152,6.4157
22.5,1.9152,5.4098
19.5,1.4364,5.8489
23,1.9152,5.5416
25,2.394,6.8531
25,1.9152,6.2403
19,1.6758,5.9679
21.5,1.6758,5.184
22,1.5561,5.8886
19.5,1.9152,5.9296
23,1.4364,5.5383
20,1.9152,6.5871
21,1.6758,5.6239
23,1.6758,6.0686
22,1.9152,6.2505
18,1.9152,6.5055
26,1.7955,5.3346
24.5,1.6758,5.9194
25,1.6758,5.8427
21,1.6758,6.0912
24.5,1.7955,6.1045
24.5,1.4364,5.554
17,1.6758,5.4956
17.5,1.6758,5.8284
23,1.6758,5.5027
24,1.9152,6.3088
20,1.6758,5.7474
